corner,process,vdd_scale,temp_c,i_side_a,w_tail,l_tail,nf_tail,nf_ref,ok,fail_reason,i_tail_meas_a,i_ref_meas_a,mirror_err,v_src_dc,vds_tail,vdsat_tail,tail_margin_v,gm_tail,vgs_tail,vth_tail,v_bias_dc,gm_in,peaking_db,f_pk_hz,vn_in_vrms,i_supply_a,power_measured_w
tt_vdd1.00_t27,tt,1.0,27.0,0.0015,38.55527063519852,1.0,8,1,True,,0.001291435,0.0001875,-0.1390433333333333,0.3622655,0.3622655,0.4236749,-0.0614094,0.003290294,1.16858,0.5901763,1.16858,0.01189376,2.751479,3981072000.0,0.0003047921,0.00277037,0.004986666
ss_vdd0.95_t125,ss,0.95,125.0,0.0015,38.55527063519852,1.0,8,1,True,,0.001121259,0.0001875,-0.252494,0.3609655,0.3609655,0.5651093,-0.20414380000000004,0.001857268,1.281861,0.519759,1.281861,0.008758939,2.0722546,3311311000.0,0.0003455757,0.00243002,0.0041553342
ff_vdd1.05_t0,ff,1.05,0.0,0.0015,38.55527063519852,1.0,8,1,True,,0.001378508,0.0001875,-0.08099466666666666,0.401961,0.401961,0.3767334,0.025227600000000017,0.004360444,1.112544,0.5963493,1.112544,0.01460958,3.7495053000000005,4570882000.0,0.0003149317,0.00294452,0.005565142800000001
tt_vdd1.00_t27,tt,1.0,27.0,0.0015,59.46035575013605,1.0,8,1,True,,0.001364319,0.0001875,-0.09045400000000003,0.3556137,0.3556137,0.3572738,-0.0016600999999999977,0.004970601,1.033283,0.5853226,1.033283,0.01216747,3.5179470999999998,3981072000.0,0.0003315549,0.00291614,0.005249052
ss_vdd0.95_t125,ss,0.95,125.0,0.0015,59.46035575013605,1.0,8,1,True,,0.001235589,0.0001875,-0.17627400000000004,0.3484379,0.3484379,0.4717514,-0.12331349999999996,0.002945686,1.108868,0.5138887,1.108868,0.009131741,2.4545724,3311311000.0,0.0003521712,0.00265868,0.0045463428
ff_vdd1.05_t0,ff,1.05,0.0,0.0015,59.46035575013605,1.0,8,1,True,,0.001415342,0.0001875,-0.05643866666666675,0.3988142,0.3988142,0.32001,0.07880419999999999,0.006148429,0.9897793,0.5917351,0.9897793,0.01474617,4.3502212,4570882000.0,0.0003450683,0.00301818,0.0057043602
tt_vdd1.00_t27,tt,1.0,27.0,0.0015,91.70040432046711,1.0,8,1,True,,0.001404174,0.0001875,-0.06388400000000005,0.3520162,0.3520162,0.2902657,0.061750499999999986,0.006906095,0.9301521,0.5734187,0.9301521,0.01230831,4.2733213999999995,4168694000.0,0.0003704066,0.00299585,0.00539253
ss_vdd0.95_t125,ss,0.95,125.0,0.0015,91.70040432046711,1.0,8,1,True,,0.001325976,0.0001875,-0.11601600000000001,0.3388,0.3388,0.3762048,-0.037404800000000016,0.004473112,0.9793095,0.4965917,0.9793095,0.009393796,3.1331393,3467369000.0,0.0003777231,0.00283945,0.0048554595
ff_vdd1.05_t0,ff,1.05,0.0,0.0015,91.70040432046711,1.0,8,1,True,,0.001432928,0.0001875,-0.04471466666666668,0.3973156,0.3973156,0.2608586,0.136457,0.008086038,0.8968809,0.5817196,0.8968809,0.01480915,4.7313371,4570882000.0,0.0003766445,0.00305336,0.005770850400000001
tt_vdd1.00_t27,tt,1.0,27.0,0.0015,141.42135623730948,1.0,8,1,True,,0.001424081,0.0001875,-0.05061266666666664,0.3502293,0.3502293,0.2379614,0.11226790000000003,0.009217395,0.8500399,0.5657262,0.8500399,0.01237641,4.786346,3981072000.0,0.0004079303,0.00303566,0.005464188
ss_vdd0.95_t125,ss,0.95,125.0,0.0015,141.42135623730948,1.0,8,1,True,,0.001381491,0.0001875,-0.07900599999999991,0.3329769,0.3329769,0.3056668,0.027310100000000004,0.006514789,0.8792389,0.4854538,0.8792389,0.009541748,4.0045646999999995,3467369000.0,0.000418893,0.00295048,0.0050453208
ff_vdd1.05_t0,ff,1.05,0.0,0.0015,141.42135623730948,1.0,8,1,True,,0.001443118,0.0001875,-0.03792133333333336,0.3964483,0.3964483,0.2138158,0.18263249999999998,0.01052764,0.8243673,0.5752245,0.8243673,0.01484499,5.0481992,4570882000.0,0.0004085139,0.00307374,0.005809368600000001
tt_vdd1.00_t27,tt,1.0,27.0,0.0015,218.1015465330515,1.0,8,1,True,,0.001435346,0.0001875,-0.04310266666666662,0.3492206,0.3492206,0.1964475,0.1527731,0.01201333,0.7883735,0.5607491,0.7883735,0.0124143,5.2411561,3981072000.0,0.0004422003,0.00305819,0.005504742
ss_vdd0.95_t125,ss,0.95,125.0,0.0015,218.1015465330515,1.0,8,1,True,,0.001411329,0.0001875,-0.059114,0.3298737,0.3298737,0.251633,0.0782407,0.008925087,0.8021158,0.4782642,0.8021158,0.00961743,4.752021200000001,3311311000.0,0.0004615478,0.00301016,0.0051473735999999996
ff_vdd1.05_t0,ff,1.05,0.0,0.0015,218.1015465330515,1.0,8,1,True,,0.00144971,0.0001875,-0.033526666666666594,0.3958877,0.3958877,0.1763517,0.219536,0.01353301,0.7684461,0.5710126,0.7684461,0.01486793,5.4099486,4365158000.0,0.0004396537,0.00308692,0.0058342788
tt_vdd1.00_t27,tt,1.0,27.0,0.0015,336.35856610148574,1.0,8,1,True,,0.001442286,0.0001875,-0.038475999999999955,0.3486002,0.3486002,0.1631693,0.18543090000000004,0.01521279,0.7403948,0.5575266,0.7403948,0.01243741,5.747341700000001,3801894000.0,0.000468327,0.00307207,0.005529726
ss_vdd0.95_t125,ss,0.95,125.0,0.0015,336.35856610148574,1.0,8,1,True,,0.001428059,0.0001875,-0.04796066666666676,0.3281415,0.3281415,0.2092302,0.11891129999999997,0.01157163,0.7418537,0.473616,0.7418537,0.009658725,5.3858771,3311311000.0,0.0004924343,0.00304362,0.0052045901999999995
ff_vdd1.05_t0,ff,1.05,0.0,0.0015,336.35856610148574,1.0,8,1,True,,0.001454091,0.0001875,-0.030606000000000022,0.395515,0.395515,0.1463668,0.24914820000000001,0.01698446,0.7248489,0.5682814,0.7248489,0.01488308,5.863711,4365158000.0,0.0004641834,0.00309568,0.0058508352000000005
tt_vdd1.00_t27,tt,1.0,27.0,0.0015,518.7358218604037,1.0,8,1,True,,0.00144672,0.0001875,-0.035519999999999996,0.3482041,0.3482041,0.1363784,0.2118257,0.01859866,0.7020374,0.5554389,0.7020374,0.01245209,6.3425332999999995,3630781000.0,0.0004796595,0.00308094,0.005545692
ss_vdd0.95_t125,ss,0.95,125.0,0.0015,518.7358218604037,1.0,8,1,True,,0.001438447,0.0001875006,-0.04103533333333331,0.3270689,0.3270689,0.1754241,0.1516448,0.01429337,0.6933724,0.4706077,0.6933724,0.009683954,6.017507999999999,3019952000.0,0.0005049395,0.00306438,0.005240089799999999
ff_vdd1.05_t0,ff,1.05,0.0,0.0015,518.7358218604037,1.0,8,1,True,,0.001457016,0.0001875,-0.028656000000000015,0.3952666,0.3952666,0.1223005,0.2729661,0.02064704,0.6899345,0.5665104,0.6899345,0.01489313,6.4284209,3981072000.0,0.0004750846,0.00310153,0.0058618917
tt_vdd1.00_t27,tt,1.0,27.0,0.0015,799.9999999999997,1.0,8,1,True,,0.001449593,0.0001875,-0.033604666666666616,0.3479476,0.3479476,0.1148046,0.23314300000000002,0.02192683,0.6702786,0.5540861,0.6702786,0.01246156,7.0252823,3311311000.0,0.0004722242,0.00308669,0.005556042
ss_vdd0.95_t125,ss,0.95,125.0,0.0015,799.9999999999997,1.0,8,1,True,,0.001445433,0.0001875002,-0.03637799999999991,0.326348,0.326348,0.1482337,0.17811430000000003,0.01690939,0.6529467,0.4686594,0.6529467,0.009700765,6.6860029999999995,2884032000.0,0.000497023,0.00307836,0.0052639956
ff_vdd1.05_t0,ff,1.05,0.0,0.0015,799.9999999999997,1.0,8,1,True,,0.001458981,0.0001875,-0.02734599999999998,0.3950996,0.3950996,0.102985,0.2921146,0.02426048,0.6609961,0.565362,0.6609961,0.01489987,7.097820499999999,3801894000.0,0.0004679999,0.00310546,0.005869319400000001
tt_vdd1.00_t27,tt,1.0,27.0,0.003,25.0,0.5,8,1,True,,0.002038147,0.000375,-0.3206176666666667,0.2970474,0.2970474,0.4722313,-0.1751839,0.003073858,1.396473,0.6324788,1.396473,0.01387104,0.16384600000000038,2511886000.0,0.0002568466,0.00445129,0.008012322
ss_vdd0.95_t125,ss,0.95,125.0,0.003,25.0,0.5,8,1,True,,0.001660486,0.000375,-0.44650466666666666,0.3045295,0.3045295,0.6785036,-0.3739741,0.001723062,1.566578,0.5649674,1.566578,0.01015513,0.21417300000000017,2290868000.0,0.0003096393,0.00369597,0.0063201086999999994
ff_vdd1.05_t0,ff,1.05,0.0,0.003,25.0,0.5,8,1,True,,0.002314473,0.000375,-0.22850899999999996,0.3229624,0.3229624,0.4046121,-0.08164969999999999,0.004215056,1.317098,0.6339878,1.317098,0.01657693,0.47896399999999995,3467369000.0,0.0002564724,0.00500395,0.009457465500000001
tt_vdd1.00_t27,tt,1.0,27.0,0.003,38.55527063519852,0.5,8,1,True,,0.002230912,0.000375,-0.25636266666666674,0.2806619,0.2806619,0.3850296,-0.10436770000000001,0.004945094,1.210966,0.6297483,1.210966,0.01414324,0.23847400000000007,2754229000.0,0.0002694103,0.00483682,0.008706276
ss_vdd0.95_t125,ss,0.95,125.0,0.003,38.55527063519852,0.5,8,1,True,,0.001866381,0.000375,-0.377873,0.2840871,0.2840871,0.5415089,-0.2574218,0.002859825,1.330444,0.5607156,1.330444,0.01048862,0.14796299999999984,2089296000.0,0.0003111705,0.00410776,0.0070242696
ff_vdd1.05_t0,ff,1.05,0.0,0.003,38.55527063519852,0.5,8,1,True,,0.002473973,0.000375,-0.17534233333333338,0.3092453,0.3092453,0.3338366,-0.024591299999999983,0.006720846,1.150224,0.6330811,1.150224,0.01667898,0.9089530000000003,3981072000.0,0.0002850607,0.00532295,0.010060375500000001
tt_vdd1.00_t27,tt,1.0,27.0,0.003,59.46035575013605,0.5,8,1,True,,0.002376118,0.000375,-0.20796066666666668,0.2682643,0.2682643,0.3129677,-0.044703400000000004,0.007545001,1.071973,0.6220278,1.071973,0.01429578,0.5900210000000001,3311311000.0,0.0002948311,0.00512724,0.009229032
ss_vdd0.95_t125,ss,0.95,125.0,0.003,59.46035575013605,0.5,8,1,True,,0.002044998,0.000375,-0.318334,0.2664985,0.2664985,0.434402,-0.16790349999999998,0.004421629,1.154409,0.5517791,1.154409,0.01070719,0.18984299999999976,2290868000.0,0.0003183289,0.004465,0.00763515
ff_vdd1.05_t0,ff,1.05,0.0,0.003,59.46035575013605,0.5,8,1,True,,0.002566528,0.000375,-0.14449066666666666,0.3011886,0.3011886,0.2731839,0.028004699999999993,0.009936611,1.024965,0.6263398,1.024965,0.01671371,1.7108370000000002,4570882000.0,0.0003317315,0.00550806,0.010410233400000002
tt_vdd1.00_t27,tt,1.0,27.0,0.003,91.70040432046711,0.5,8,1,True,,0.002498703,0.000375,-0.167099,0.2577069,0.2577069,0.2567263,0.0009805999999999981,0.01099697,0.9622001,0.6083048,0.9622001,0.01438994,1.2713160000000001,3801894000.0,0.0003346679,0.00537241,0.009670338
ss_vdd0.95_t125,ss,0.95,125.0,0.003,91.70040432046711,0.5,8,1,True,,0.002216381,0.000375,-0.26120633333333343,0.2495821,0.2495821,0.3466369,-0.09705480000000002,0.006536285,1.016966,0.5303629,1.016966,0.01085848,0.35455099999999984,2511886000.0,0.0003319164,0.00480776,0.008221269600000001
ff_vdd1.05_t0,ff,1.05,0.0,0.003,91.70040432046711,0.5,8,1,True,,0.002637908,0.000375,-0.12069733333333332,0.2949158,0.2949158,0.2253302,0.0695856,0.01392159,0.9257061,0.6163471,0.9257061,0.01672834,2.520188,4786301000.0,0.0003876472,0.00565082,0.0106800498
tt_vdd1.00_t27,tt,1.0,27.0,0.003,141.42135623730948,0.5,8,1,True,,0.002582991,0.000375,-0.139003,0.2503728,0.2503728,0.2129897,0.0373831,0.01568709,0.8788793,0.5995148,0.8788793,0.01443581,2.191305,4168694000.0,0.0003913218,0.00554098,0.009973764
ss_vdd0.95_t125,ss,0.95,125.0,0.003,141.42135623730948,0.5,8,1,True,,0.002359687,0.000375,-0.21343766666666664,0.2352777,0.2352777,0.2818705,-0.04659280000000002,0.009712704,0.9113764,0.5166418,0.9113764,0.01094006,0.7653159999999999,2884032000.0,0.0003572696,0.00509437,0.0087113727
ff_vdd1.05_t0,ff,1.05,0.0,0.003,141.42135623730948,0.5,8,1,True,,0.002682515,0.000375,-0.10582833333333341,0.290966,0.290966,0.1876546,0.1033114,0.01906784,0.8513239,0.6099706,0.8513239,0.01673207,3.1941688,4786301000.0,0.0004484019,0.00574003,0.0108486567
tt_vdd1.00_t27,tt,1.0,27.0,0.003,218.1015465330515,0.5,8,1,True,,0.00263908,0.000375,-0.12030666666666678,0.2454478,0.2454478,0.1781213,0.06732649999999998,0.02157081,0.8165788,0.5939078,0.8165788,0.01445742,3.129819,4168694000.0,0.0004544432,0.00565316,0.010175688
ss_vdd0.95_t125,ss,0.95,125.0,0.003,218.1015465330515,0.5,8,1,True,,0.002473079,0.000375,-0.1756403333333334,0.2237648,0.2237648,0.232714,-0.00894919999999999,0.01411462,0.8314974,0.5078509,0.8314974,0.01097283,1.5212659999999998,3162278000.0,0.0003953273,0.00532116,0.0090991836
ff_vdd1.05_t0,ff,1.05,0.0,0.003,218.1015465330515,0.5,8,1,True,,0.002712904,0.000375,-0.09569866666666671,0.2882608,0.2882608,0.1573492,0.1309116,0.02545983,0.7960426,0.6059441,0.7960426,0.01673221,3.8023764,4786301000.0,0.0005083615,0.00580081,0.0109635309
tt_vdd1.00_t27,tt,1.0,27.0,0.003,336.35856610148574,0.5,8,1,True,,0.002677179,0.000375,-0.10760700000000001,0.2420782,0.2420782,0.1498776,0.0922006,0.02828543,0.7692993,0.5903337,0.7692993,0.01446784,4.0213506,3981072000.0,0.0005084921,0.00572936,0.010312848000000001
ss_vdd0.95_t125,ss,0.95,125.0,0.003,336.35856610148574,0.5,8,1,True,,0.002557552,0.000375,-0.14748266666666676,0.2150208,0.2150208,0.194508,0.020512800000000025,0.01943799,0.7702274,0.5022105,0.7702274,0.01097647,2.5579829999999997,3162278000.0,0.0004381949,0.0054901,0.009388071
ff_vdd1.05_t0,ff,1.05,0.0,0.003,336.35856610148574,0.5,8,1,True,,0.00273516,0.000375,-0.08828000000000003,0.2862719,0.2862719,0.1326649,0.15360700000000002,0.0327483,0.7541343,0.6034105,0.7541343,0.01673105,4.432513999999999,4570882000.0,0.0005571024,0.00584532,0.0110476548
tt_vdd1.00_t27,tt,1.0,27.0,0.003,518.7358218604037,0.5,8,1,True,,0.002703688,0.000375,-0.09877066666666667,0.2397208,0.2397208,0.126821,0.11289980000000002,0.03526923,0.7320545,0.5880511,0.7320545,0.01447298,4.8941283,3801894000.0,0.0005401809,0.00578238,0.010408284
ss_vdd0.95_t125,ss,0.95,125.0,0.003,518.7358218604037,0.5,8,1,True,,0.002617978,0.000375,-0.12734066666666666,0.2086496,0.2086496,0.1642066,0.04444299999999998,0.02508219,0.7215503,0.498583,0.7215503,0.01096661,3.6779640000000002,3019952000.0,0.0004708743,0.00561096,0.0095947416
ff_vdd1.05_t0,ff,1.05,0.0,0.003,518.7358218604037,0.5,8,1,False,ngspice silent failure: inoise_total = -nan(ind),,,,,,,,,,,,,,,,,
tt_vdd1.00_t27,tt,1.0,27.0,0.003,799.9999999999997,0.5,8,1,True,,0.002721942,0.000375,-0.09268599999999994,0.2380907,0.2380907,0.107975,0.1301157,0.04197126,0.7013636,0.5865885,0.7013636,0.01447549,5.7601166,3467369000.0,0.0005430516,0.00581888,0.010473984
ss_vdd0.95_t125,ss,0.95,125.0,0.003,799.9999999999997,0.5,8,1,True,,0.002660501,0.000375,-0.11316633333333337,0.204095,0.204095,0.1398344,0.0642606,0.03049901,0.6812166,0.4962447,0.6812166,0.01095265,4.722912099999999,2884032000.0,0.000482239,0.005696,0.00974016
ff_vdd1.05_t0,ff,1.05,0.0,0.003,799.9999999999997,0.5,8,1,True,,0.002763625,0.000375,-0.0787916666666667,0.2837179,0.2837179,0.09593361,0.18778429000000002,0.04758942,0.6937139,0.6007998,0.6937139,0.016728,5.881391000000001,3981072000.0,0.0005809089,0.00590225,0.0111552525
tt_vdd1.00_t27,tt,1.0,27.0,0.003,25.0,0.75,8,1,True,,0.001827278,0.0003749999,-0.3909073333333333,0.3150268,0.3150268,0.5836054,-0.26857860000000006,0.001973252,1.554356,0.6111592,1.554356,0.01347535,0.46565999999999974,3019952000.0,0.0002517483,0.00402956,0.007253208
ss_vdd0.95_t125,ss,0.95,125.0,0.003,25.0,0.75,8,1,True,,0.001472108,0.0003749999,-0.5092973333333334,0.3236046,0.3236046,0.8151133,-0.4915087,0.001090476,1.792056,0.5458888,1.792056,0.009763672,0.5832039999999998,2754229000.0,0.0003110365,0.00331922,0.0056758662
ff_vdd1.05_t0,ff,1.05,0.0,0.003,25.0,0.75,8,1,True,,0.002101182,0.0003749999,-0.29960600000000004,0.3410632,0.3410632,0.5083005,-0.16723730000000003,0.002699799,1.457777,0.613984,1.457777,0.01635224,0.6496520000000001,3630781000.0,0.0002421632,0.00457736,0.0086512104
tt_vdd1.00_t27,tt,1.0,27.0,0.003,38.55527063519852,0.75,8,1,True,,0.002072028,0.000375,-0.30932400000000004,0.2941681,0.2941681,0.4861422,-0.19197410000000004,0.003304821,1.339631,0.604359,1.339631,0.01392482,0.4345880000000002,3019952000.0,0.0002539967,0.00451906,0.008134308
ss_vdd0.95_t125,ss,0.95,125.0,0.003,38.55527063519852,0.75,8,1,True,,0.001701048,0.000375,-0.43298400000000004,0.3004767,0.3004767,0.6696046,-0.3691279,0.001854103,1.503096,0.53454,1.503096,0.01022818,0.4874679999999998,2630268000.0,0.0003052157,0.0037771,0.006458841
ff_vdd1.05_t0,ff,1.05,0.0,0.003,38.55527063519852,0.75,8,1,True,,0.002344428,0.000375,-0.21852400000000005,0.3204002,0.3204002,0.426939,-0.10653879999999999,0.004520137,1.266927,0.6095042,1.266927,0.01660025,0.7474089999999998,3801894000.0,0.0002536002,0.00506386,0.0095706954
tt_vdd1.00_t27,tt,1.0,27.0,0.003,59.46035575013605,0.75,8,1,True,,0.002257955,0.000375,-0.2473483333333334,0.2783589,0.2783589,0.4049976,-0.1266387,0.005212307,1.163479,0.5985205,1.163479,0.01417501,0.6311850000000003,3162278000.0,0.0002622474,0.00489091,0.008803638
ss_vdd0.95_t125,ss,0.95,125.0,0.003,59.46035575013605,0.75,8,1,True,,0.00190207,0.000375,-0.3659766666666666,0.2805679,0.2805679,0.5478313,-0.26726340000000004,0.00296608,1.279121,0.5276097,1.279121,0.01053735,0.525544,2630268000.0,0.0003028759,0.00417914,0.007146329399999999
ff_vdd1.05_t0,ff,1.05,0.0,0.003,59.46035575013605,0.75,8,1,True,,0.002502066,0.000375,-0.16597800000000007,0.3068083,0.3068083,0.3589561,-0.05214780000000002,0.007082049,1.106661,0.6041367,1.106661,0.0166914,1.219831,4168694000.0,0.0002761719,0.00537913,0.010166555700000001
tt_vdd1.00_t27,tt,1.0,27.0,0.003,91.70040432046711,0.75,8,1,True,,0.002429032,0.000375,-0.19032266666666675,0.2637205,0.2637205,0.3296066,-0.0658861,0.007772645,1.032148,0.5857132,1.032148,0.01434034,1.0838260000000002,3467369000.0,0.0002807751,0.00523306,0.009419508
ss_vdd0.95_t125,ss,0.95,125.0,0.003,91.70040432046711,0.75,8,1,True,,0.002099246,0.000375,-0.3002513333333334,0.2611561,0.2611561,0.4318241,-0.170668,0.004466262,1.113505,0.5086433,1.113505,0.01076124,0.6988399999999997,2754229000.0,0.0003060076,0.00457349,0.0078206679
ff_vdd1.05_t0,ff,1.05,0.0,0.003,91.70040432046711,0.75,8,1,True,,0.002631619,0.000375,-0.12279366666666669,0.2954707,0.2954707,0.2939956,0.0014750999999999515,0.01040987,0.9879667,0.5938157,0.9879667,0.01672748,2.087687,4365158000.0,0.0003185729,0.00563824,0.0106562736
tt_vdd1.00_t27,tt,1.0,27.0,0.003,141.42135623730948,0.75,8,1,True,,0.002563289,0.000375,-0.14557033333333336,0.2520938,0.2520938,0.271184,-0.0190902,0.01143936,0.9298761,0.5774254,0.9298761,0.01442651,1.9016229999999994,3801894000.0,0.0003143554,0.00550158,0.009902844
ss_vdd0.95_t125,ss,0.95,125.0,0.003,141.42135623730948,0.75,8,1,True,,0.002270044,0.000375,-0.24331866666666668,0.2442498,0.2442498,0.3487535,-0.1045037,0.006675241,0.9834154,0.4964201,0.9834154,0.01089399,1.0561150000000006,2884032000.0,0.0003148873,0.00491509,0.0084048039
ff_vdd1.05_t0,ff,1.05,0.0,0.003,141.42135623730948,0.75,8,1,True,,0.002714833,0.000375,-0.09505566666666676,0.2880886,0.2880886,0.2423549,0.04573369999999996,0.01472577,0.8959408,0.5871084,0.8959408,0.01673215,3.122147,4570882000.0,0.0003775282,0.00580467,0.0109708263
tt_vdd1.00_t27,tt,1.0,27.0,0.003,218.1015465330515,0.75,8,1,True,,0.002658192,0.000375,-0.11393599999999993,0.2437601,0.2437601,0.2246698,0.019090300000000004,0.01639837,0.8516795,0.5720617,0.8516795,0.01446308,3.0409450000000002,3801894000.0,0.0003656353,0.00569138,0.010244484
ss_vdd0.95_t125,ss,0.95,125.0,0.003,218.1015465330515,0.75,8,1,True,,0.002414425,0.000375,-0.19519166666666665,0.2297472,0.2297472,0.2863823,-0.056635099999999966,0.009948741,0.8831272,0.4885285,0.8831272,0.01095962,1.661698,3019952000.0,0.0003316536,0.00520385,0.0088985835
ff_vdd1.05_t0,ff,1.05,0.0,0.003,218.1015465330515,0.75,8,1,True,,0.00276446,0.000375,-0.07851333333333343,0.2836428,0.2836428,0.2008516,0.08279119999999998,0.02007027,0.8257858,0.582757,0.8257858,0.01672788,4.0239679,4570882000.0,0.0004408763,0.00590392,0.0111584088
tt_vdd1.00_t27,tt,1.0,27.0,0.003,336.35856610148574,0.75,8,1,True,,0.00271878,0.000375,-0.09374000000000005,0.2383735,0.2383735,0.1870618,0.05131169999999999,0.0224666,0.7920637,0.5685886,0.7920637,0.01447512,4.2335899999999995,3801894000.0,0.0004237531,0.00581256,0.010462608
ss_vdd0.95_t125,ss,0.95,125.0,0.003,336.35856610148574,0.75,8,1,True,,0.002530507,0.000375,-0.15649766666666665,0.2178389,0.2178389,0.2379535,-0.02011460000000001,0.0144528,0.806455,0.4834262,0.806455,0.0109774,2.5629939999999998,2884032000.0,0.0003564767,0.00543602,0.0092955942
ff_vdd1.05_t0,ff,1.05,0.0,0.003,336.35856610148574,0.75,8,1,True,,0.002794056,0.000375,-0.06864800000000004,0.2809742,0.2809742,0.1672088,0.11376540000000002,0.02644672,0.7722513,0.5799351,0.7722513,0.01672276,4.79728388,4365158000.0,0.0004970018,0.00596311,0.0112702779
tt_vdd1.00_t27,tt,1.0,27.0,0.003,518.7358218604037,0.75,8,1,True,,0.002755609,0.000375,-0.08146366666666671,0.235069,0.235069,0.1564516,0.0786174,0.02922153,0.7458249,0.5663385,0.7458249,0.01447783,5.2919202,3630781000.0,0.0004700335,0.00588622,0.010595196000000001
ss_vdd0.95_t125,ss,0.95,125.0,0.003,518.7358218604037,0.75,8,1,True,,0.002617856,0.000375,-0.12738133333333335,0.2086625,0.2086625,0.1994339,0.009228600000000003,0.01991932,0.7469355,0.480124,0.7469355,0.01096664,3.691627,2754229000.0,0.0003843556,0.00561071,0.0095943141
ff_vdd1.05_t0,ff,1.05,0.0,0.003,518.7358218604037,0.75,8,1,True,,0.002811912,0.000375,-0.06269599999999997,0.2793578,0.2793578,0.1398403,0.1395175,0.03357795,0.7306082,0.5781051,0.7306082,0.01671872,5.5355028,4168694000.0,0.0005355216,0.00599882,0.011337769800000001
tt_vdd1.00_t27,tt,1.0,27.0,0.003,799.9999999999997,0.75,8,1,True,,0.002777769,0.000375,-0.07407700000000006,0.2330684,0.2330684,0.131514,0.10155440000000002,0.03616938,0.7087886,0.5648804,0.7087886,0.01447769,6.2174917,3311311000.0,0.0004918394,0.00593054,0.010674972
ss_vdd0.95_t125,ss,0.95,125.0,0.003,799.9999999999997,0.75,8,1,True,,0.002679492,0.0003750001,-0.10683600000000004,0.2020392,0.2020392,0.1683304,0.03370880000000001,0.0257357,0.6991869,0.4779853,0.6991869,0.01094437,4.8500879999999995,2511886000.0,0.0004051627,0.00573399,0.0098051229
ff_vdd1.05_t0,ff,1.05,0.0,0.003,799.9999999999997,0.75,8,1,True,,0.00282252,0.000375,-0.0591600000000001,0.278395,0.278395,0.1175855,0.1608095,0.04097553,0.6971534,0.5769185,0.6971534,0.01671598,6.2820349,3801894000.0,0.0005484636,0.00602004,0.0113778756
tt_vdd1.00_t27,tt,1.0,27.0,0.003,25.0,1.0,8,1,True,,0.001671432,0.0003749997,-0.442856,0.3284536,0.3284536,0.6927726,-0.36431899999999995,0.001375322,1.70501,0.6009923,1.70501,0.01310911,0.7963829999999996,3311311000.0,0.0002489042,0.00371786,0.006692148
ss_vdd0.95_t125,ss,0.95,125.0,0.003,25.0,1.0,8,1,True,,0.00134375,0.0003749992,-0.5520833333333334,0.3369283,0.3369283,0.9327311,-0.5958028,0.0007426454,2.017974,0.5365975,2.017974,0.0094422,0.9187029999999998,3019952000.0,0.0003128547,0.0030625,0.005236875
ff_vdd1.05_t0,ff,1.05,0.0,0.003,25.0,1.0,8,1,True,,0.00193263,0.0003749998,-0.35578999999999994,0.3552451,0.3552451,0.6127054,-0.2574603,0.001886384,1.590608,0.604644,1.590608,0.0160954,0.9405130000000002,3801894000.0,0.0002340512,0.00424026,0.008014091400000001
tt_vdd1.00_t27,tt,1.0,27.0,0.003,38.55527063519852,1.0,8,1,True,,0.00192406,0.000375,-0.35864666666666667,0.3067571,0.3067571,0.5808649,-0.2741078,0.002462321,1.445114,0.5901763,1.445114,0.01367039,0.7758419999999999,3311311000.0,0.0002472505,0.00422312,0.007601616000000001
ss_vdd0.95_t125,ss,0.95,125.0,0.003,38.55527063519852,1.0,8,1,True,,0.001566437,0.000375,-0.4778543333333334,0.3139941,0.3139941,0.7858258,-0.4718317,0.001356347,1.646,0.519759,1.646,0.009970835,0.8833390000000003,2884032000.0,0.0003033433,0.00350787,0.0059984577
ff_vdd1.05_t0,ff,1.05,0.0,0.003,38.55527063519852,1.0,8,1,True,,0.002197372,0.000375,-0.2675426666666667,0.3329277,0.3329277,0.5145881,-0.1816604,0.003375445,1.361533,0.5963493,1.361533,0.01646665,0.9734349999999998,3801894000.0,0.0002397581,0.00476974,0.0090148086
tt_vdd1.00_t27,tt,1.0,27.0,0.003,59.46035575013605,1.0,8,1,True,,0.002134795,0.000375,-0.28840166666666667,0.288835,0.288835,0.4857646,-0.19692959999999998,0.003971528,1.243886,0.5853227,1.243886,0.01401767,0.9418979999999992,3311311000.0,0.000247332,0.00464459,0.008360262
ss_vdd0.95_t125,ss,0.95,125.0,0.003,59.46035575013605,1.0,8,1,True,,0.001780688,0.000375,-0.4064373333333333,0.29256,0.29256,0.6485101,-0.3559501,0.002226181,1.388326,0.5138888,1.388326,0.01036092,0.9380510000000002,2884032000.0,0.0002952144,0.00393638,0.0067312097999999996
ff_vdd1.05_t0,ff,1.05,0.0,0.003,59.46035575013605,1.0,8,1,True,,0.002394267,0.000375,-0.20191100000000006,0.3161237,0.3161237,0.4337452,-0.11762149999999999,0.005411742,1.178347,0.5917352,1.178347,0.01663475,1.2959140000000002,3981072000.0,0.0002486563,0.00516353,0.009759071700000002
tt_vdd1.00_t27,tt,1.0,27.0,0.003,91.70040432046711,1.0,8,1,True,,0.002331408,0.000375,-0.22286399999999995,0.2720912,0.2720912,0.3921765,-0.1200853,0.006009746,1.095647,0.5734187,1.095647,0.01425353,1.330952,3467369000.0,0.0002555317,0.00503782,0.009068076000000001
