idx,w_in,l_in,nf_in,i_bias,rs,cs,rl,cl,vcm_in,tt_ok,tt_pass,tt_first_fail,peaking_db,f_pk_hz,nyquist_boost_db,g_dc_db,g_nyq_db,g_pk_db,g_top_db,vn_in_vrms,gm,gmbs,gds,vth,vds,vdsat,id_a,v_src_dc,v_out_dc,power_w,c0_pass,c1_pass,c2_pass,c0_first_fail,c1_first_fail,c2_first_fail
0,9.18310562368228e-05,6.276139298967698e-07,8.0,0.002831463972715917,331.10088851157,6.011856853786967e-13,51.63449961086831,1.5e-13,1.1011659077106828,1,0,S3_f_peak,10.12782,19952620000.0,6.265593999999998,-15.32491,-9.059316,-5.19709,-5.193178,0.0003783262,0.009884364,0.001980484,6.875573e-05,0.6419339,1.524668,0.2170395,0.001415732,0.2022295,1.726897,0.005096635150888651,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
1,9.167595933112839e-05,1.640162891698249e-07,1.0,0.004789671078643074,214.08963198085246,4.457062614329831e-12,257.4343055041198,1.5e-13,1.3640673094013156,1,1,,9.902816,1513561000.0,9.473396000000001,3.584014,13.05741,13.48683,1.100034,0.0001111289,0.02651829,0.003362808,0.0008783336,0.7615309,0.7463181,0.09784918,0.002394836,0.4371691,1.183487,0.008621407941557534,1,1,1,,,
2,6.629227598634181e-05,1.602675265059444e-07,5.0,0.006382831769777844,176.15015626192184,4.297854429920567e-13,82.03462881832822,1.5e-13,1.569214105434461,1,0,S3_f_peak,5.8720245,8317638000.0,2.880689,-5.238384,-2.357695,0.6336405,-1.820431,0.0002069441,0.02326099,0.002656823,0.00120528,0.7922641,0.9514548,0.1350587,0.003191416,0.5867386,1.538193,0.01148909718560012,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
3,7.120035124456118e-05,2.1309669054738046e-07,6.0,0.0007590767351158074,67.3809086188725,2.9926810559577017e-13,691.2107150667389,1.5e-13,1.5913508818249777,1,0,S3_peaking,-0.00020000000000131024,10000000.0,-5.824699000000001,10.42815,4.603451,10.42795,-9.227724,0.0002394109,0.006779303,0.0009386213,0.0002076529,0.7922827,0.7984355,0.08481625,0.0003795391,0.7392235,1.537659,0.0013663381232084533,0,0,0,S3_peaking,S3_peaking,S3_peaking
4,7.060515598848952e-05,2.291089661906443e-07,5.0,0.0012004400097767782,60.43393687901677,5.576946376821351e-12,256.96983346784,1.5e-13,1.469219019300779,1,0,S3_peaking,1.4740130000000002,1096478000.0,0.6081139999999996,4.697108,5.305222,6.171121,-6.377753,0.0002010867,0.009312101,0.001387748,0.0002440181,0.7612553,1.032122,0.09972824,0.00060022,0.6136393,1.645762,0.002160792017598201,0,0,0,S3_peaking,S3_peaking,S3_peaking
5,7.052855621822443e-05,8.217531884462141e-07,7.0,0.0012571897174440438,823.3503575731548,2.6442483697304585e-12,208.4663889440932,1.5e-13,1.197222614321657,1,0,S3_f_peak,10.2322091,1202264000.0,9.9038171,-10.39494,-0.4911229,-0.1627309,-2.935733,0.0003091098,0.005138456,0.001000309,2.911073e-05,0.6586684,1.350917,0.2043526,0.0006285949,0.318042,1.668959,0.002262941491399279,1,0,0,,S3_f_peak,S3_f_peak
6,6.805969200761823e-05,8.652262250042184e-07,1.0,0.003138808992295475,101.74985397131894,4.934233934314887e-12,57.855911759474914,1.5e-13,1.47720060905306,1,0,S3_f_peak,7.03002,19952620000.0,3.058839,-11.00422,-7.945381,-3.9742,-3.969191,0.0003149861,0.006961047,0.001346359,6.458732e-05,0.6572737,1.281992,0.3053727,0.001569406,0.4272086,1.709201,0.005649856186131855,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
7,9.965292507770505e-05,1.763886436061906e-07,7.0,0.0014847502025878757,376.3672859161584,1.7993431940434757e-13,189.72813206761623,1.5e-13,1.249520200107036,1,0,S3_f_peak,2.0112610000000006,4570882000.0,1.4467510000000003,-4.112587,-2.665836,-2.101326,-6.987656,0.0003002651,0.01237203,0.001721404,0.0003085023,0.7625067,1.227366,0.07449094,0.0007423755,0.4317833,1.65915,0.002672550364658176,0,0,0,S3_peaking,S3_f_peak,S3_f_peak
8,5.8203333175704485e-05,3.674978514269172e-07,6.0,0.003519620005440367,384.55524049053787,2.4778330934102228e-12,445.32403967122667,1.5e-13,1.569462777044793,1,0,S3_f_peak,7.65962,1047129000.0,6.043836000000001,2.069749,8.113585,9.729369,-5.117676,0.0001935054,0.01030827,0.001728648,0.0004749717,0.7393773,0.470727,0.2189696,0.001759813,0.5455873,1.016314,0.006335316009792661,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
9,3.146747048822347e-05,6.967387973963831e-07,5.0,0.00502578796490389,58.73274651560964,5.990644493791836e-13,514.0282353179902,1.5e-13,1.5251333427982026,1,0,S3_peaking,-4.000000000026205e-05,10000000.0,-1.6824169999999996,-3.149403,-4.83182,-3.149443,-8.774698,0.0004026781,0.003901364,0.0009520498,0.003200874,0.6281779,0.4157974,0.5218987,0.002512894,0.09250419,0.5083015,0.009046418336827003,0,0,0,headroom,S3_peaking,headroom
10,7.825503612949135e-05,2.448126611173838e-07,4.0,0.0015404903984737428,603.5427383995149,1.4857786424459355e-13,322.3811420484838,1.5e-13,1.1630331986972486,1,0,S3_peaking,1.557919,3311311000.0,1.435048,-3.015495,-1.580447,-1.457576,-7.494217,0.0003441712,0.01119932,0.001890522,0.0002543216,0.7040072,1.206361,0.1049547,0.0007702452,0.3453254,1.551686,0.002772882717252737,0,0,0,S3_peaking,S3_peaking,S3_peaking
11,8.5390789330634e-05,2.3353284849882438e-07,8.0,0.0022704931176640193,216.09149241685932,1.0084566327604373e-12,72.05012380376442,1.5e-13,1.1575550805186505,1,0,S3_f_peak,7.488176,5011872000.0,6.697246,-8.86336,-2.166114,-1.375184,-4.855238,0.0002317451,0.0145582,0.002559952,0.0003357734,0.7117017,1.399062,0.1183662,0.001135249,0.3191412,1.718204,0.004086887611795235,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
12,7.212242661012938e-05,5.825350893142671e-07,5.0,0.0007385927891655117,941.9324956745714,3.599850449974844e-12,137.07688926593312,1.5e-13,1.1564947724628605,1,1,,10.870713,1380384000.0,10.782484,-15.05048,-4.267996,-4.179767,-5.6467,0.0003468123,0.004697793,0.0008787819,2.724773e-05,0.6724112,1.395996,0.1336829,0.0003692964,0.3533811,1.749377,0.0013294670204979213,0,1,1,S3_f_peak,,
13,7.81253926300958e-05,2.050378617903345e-07,6.0,0.0007830262311287532,374.24484404681124,3.2139725879505284e-12,76.95094916164587,1.5e-13,1.3376647395492505,1,1,,7.775970999999999,1995262000.0,7.7586949999999995,-13.49157,-5.732875,-5.715599,-9.332035,0.0002932352,0.007088828,0.001053477,0.0002080432,0.7522278,1.23627,0.07718312,0.0003915168,0.5336026,1.769872,0.0014094472160317557,1,1,1,,,
14,3.582511684225358e-05,8.773162783509752e-07,8.0,0.0007132687222896428,74.03144566670964,4.474798913248808e-12,440.36805887899004,1.5e-13,1.3824477824324308,1,0,S3_nyq_boost,0.2216534,524807500.0,-2.0588577,0.1515857,-1.907272,0.3732391,-7.364512,0.0003962453,0.002592187,0.0004718686,1.748839e-05,0.6969536,1.200248,0.2240716,0.0003566344,0.4427013,1.64295,0.0012838837001213571,0,0,0,S3_nyq_boost,S3_nyq_boost,S3_nyq_boost
15,2.9598597157684416e-05,2.9984299470704897e-07,6.0,0.0032911356582220833,187.8382063751242,8.437853492645982e-12,371.3802664926492,1.5e-13,1.3952651333726438,1,0,S3_f_peak,4.605898,660693400.0,2.597318,3.183956,5.781274,7.789854,-8.049862,0.0002207009,0.007534685,0.001397278,0.0002163498,0.7219022,0.8743297,0.2478125,0.001645568,0.3145389,1.188869,0.00592404418479975,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
16,7.006193998920992e-05,3.6132294960320203e-07,2.0,0.007041183770690392,498.16250069090387,4.673770501458587e-13,286.8431187799516,1.5e-13,1.274830752740623,1,0,S3_f_peak,6.857495,3162278000.0,6.714287000000001,-2.827337,3.88695,4.030158,-4.087512,0.0002429849,0.01407193,0.00272354,0.0007575047,0.6580632,0.5668576,0.238917,0.003520592,0.2232848,0.7901424,0.012674130787242706,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
17,5.660972247739436e-05,9.420815747041944e-07,2.0,0.000985216679463285,128.9219074953443,2.021281637783835e-13,776.8870097553353,1.5e-13,1.5091230328254441,1,0,S3_peaking,-0.00027600000000038705,10000000.0,-6.373935400000001,6.931471,0.5575356,6.931195,-5.983421,0.0003458173,0.003746876,0.000675641,3.027276e-05,0.6899082,0.8377736,0.2180134,0.0004926083,0.5795254,1.417299,0.001773390023033913,0,0,0,S3_peaking,S3_peaking,S3_peaking
18,8.512489345628323e-05,6.888193491288267e-07,4.0,0.0005931000493044392,851.9570645803491,4.214047645099357e-12,416.7737949127703,1.5e-13,1.501665040577592,1,0,S3_f_peak,8.998084,549540900.0,6.558353,-5.043947,1.514406,3.954137,-3.228328,0.0003009103,0.004131192,0.0007003356,2.359635e-05,0.7191755,1.009923,0.1278127,0.0002965503,0.6664827,1.676406,0.0010675800887479906,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
19,7.845847321974052e-05,2.962508649032339e-07,7.0,0.0026610505664424453,443.91255297918053,6.177405841670321e-13,155.62008826085207,1.5e-13,1.1295612947165907,1,0,S3_f_peak,9.357225,3630781000.0,8.877922,-6.898299,1.979623,2.458926,-4.380359,0.0002461579,0.01339705,0.002489919,0.0002295793,0.6884544,1.323874,0.1473171,0.001330527,0.2690683,1.592942,0.004789891019596402,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
20,4.103867153045058e-05,4.444667492355676e-07,6.0,0.0008390058815733559,305.61363194229955,2.021845645765111e-12,127.36326478094551,1.5e-13,1.1090791816701069,1,1,,4.491784999999999,1819701000.0,4.416243999999999,-10.29394,-5.877696,-5.802155,-10.37955,0.0003870048,0.004297685,0.0008113637,3.494423e-05,0.6845059,1.483627,0.1548126,0.0004195035,0.2629431,1.74657,0.0015102105868320405,1,1,1,,,
21,4.269846180346341e-05,8.856324941829404e-07,7.0,0.0013389069493997124,311.98302715619724,4.246138976651251e-12,106.91308448353782,1.5e-13,1.3533846529045328,1,0,S3_f_peak,6.131310999999999,19952620000.0,4.641729999999999,-12.47055,-7.82882,-6.339239,-6.338053,0.0004143519,0.00381287,0.0007155677,2.602577e-05,0.6774716,1.365949,0.2750087,0.0006694535,0.3624779,1.728427,0.0024100325089194824,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
22,7.567284525104444e-05,7.692684850250463e-07,7.0,0.0010482894108882453,866.9023443604302,5.898882881543004e-12,138.0089203058466,1.5e-13,1.1290713487214774,1,0,S3_f_peak,11.199611999999998,19952620000.0,11.024391999999999,-14.33476,-3.310368,-3.135148,-3.134708,0.0003170791,0.005061714,0.0009947677,2.63068e-05,0.6536612,1.436921,0.1762756,0.0005241447,0.290741,1.727662,0.0018869209395988415,0,1,0,S3_f_peak,,S3_f_peak
23,3.732347416461283e-05,7.750672675351681e-07,7.0,0.0010141232103755356,70.35823815262863,5.063836757552822e-12,257.1477653153094,1.5e-13,1.334271390846216,1,0,S3_nyq_boost,0.6189119999999999,912010800.0,-0.18329800000000018,-2.536956,-2.720254,-1.918044,-7.702621,0.0003746077,0.003325397,0.0006160638,2.230698e-05,0.6869071,1.29285,0.2393407,0.0005070616,0.3767605,1.66961,0.001825421778675964,0,0,0,S3_nyq_boost,S3_nyq_boost,S3_nyq_boost
24,5.3630162689712505e-05,3.550258432776962e-07,6.0,0.004406200451156913,64.21414654881946,8.594572620475088e-13,98.7630071467773,1.5e-13,1.4053307945212095,1,0,S3_peaking,0.9178569999999999,4168694000.0,0.6814209999999998,-2.215537,-1.534116,-1.29768,-5.678875,0.0002242297,0.01147126,0.002048804,0.0002141548,0.708357,1.205431,0.2331764,0.0022031,0.3769845,1.582415,0.007931160812082444,0,0,0,S3_peaking,S3_peaking,S3_peaking
25,7.232997518585782e-05,7.519325282293383e-07,2.0,0.0005719498701989411,737.1878340079719,3.5762056642758665e-13,112.5045292528053,1.5e-13,1.1225819295827635,1,0,S3_f_peak,10.185921,19952620000.0,6.084504000000001,-16.04416,-9.959656,-5.858239,-5.856175,0.0005964564,0.003690564,0.0007174699,1.721694e-05,0.6474572,1.42877,0.1356875,0.0002859753,0.3390558,1.767826,0.001029509766358094,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
26,9.458680612495713e-05,7.41067469273259e-07,4.0,0.0013408024618497625,163.773700462193,6.537196554579015e-13,160.2372400970466,1.5e-13,1.2058206858929388,1,0,S3_peaking,1.6947160000000001,3981072000.0,1.533887,-3.88357,-2.349683,-2.188854,-2.765937,0.0003214808,0.006594952,0.001265422,3.660262e-05,0.6569855,1.329166,0.172102,0.0006704028,0.3634095,1.692576,0.0024134444313295726,0,0,0,S3_f_peak,S3_peaking,S3_peaking
27,2.6020188778714864e-05,3.586342153746912e-07,6.0,0.0012526839583834372,165.2433403890062,7.404449314327453e-13,480.9101259917099,1.5e-13,1.5812358523896728,1,0,S3_nyq_boost,0.038610000000000255,602559600.0,-1.6978939999999998,3.262625,1.564731,3.301235,-11.78449,0.0003177337,0.004449911,0.0007417607,7.265353e-05,0.7622491,0.9183014,0.2034817,0.0006263433,0.5804844,1.498786,0.002254831125090187,0,0,0,S3_nyq_boost,S3_nyq_boost,S3_nyq_boost
28,9.825643812644748e-05,3.728028756313171e-07,5.0,0.006503667338655535,136.43903804422888,1.7627748231735387e-12,70.93410966183563,1.5e-13,1.1482757345262589,1,0,S3_f_peak,6.7271019999999995,4365158000.0,6.2678062,-5.702056,0.5657502,1.025046,-2.231012,0.0001814176,0.0188613,0.003655822,0.000310498,0.6529156,1.367538,0.2085776,0.003251834,0.2017937,1.569332,0.011706601209579963,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
29,8.023149664144841e-05,2.722748427840665e-07,3.0,0.0008973052406628241,85.98911619554283,1.6893330589505072e-12,65.16958698220043,1.5e-13,1.1577730096200418,1,0,S3_f_peak,2.1149050000000003,4168694000.0,1.9443190000000001,-9.000588,-7.056269,-6.885683,-8.703442,0.000304382,0.007602144,0.001287653,0.0001313563,0.6990951,1.396184,0.08996,0.0004486608,0.3745761,1.77076,0.0016151494331930834,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
30,7.898597269683665e-05,3.793687212308229e-07,5.0,0.0020256392210309666,366.72645691536883,8.560978985613149e-13,54.085133839274135,1.5e-13,1.2236029564569517,1,0,S3_f_peak,9.127911,6309573000.0,8.336869,-15.30726,-6.970391,-6.179349,-7.038283,0.0003255519,0.01043343,0.001874632,0.0001285366,0.6883172,1.37978,0.149949,0.00101282,0.3654401,1.74522,0.00364615059785574,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
31,8.684428825996468e-05,1.553585038772228e-07,2.0,0.005154903312561028,813.7349624285704,4.105298101023108e-12,141.94123314391283,1.5e-13,1.187909749162619,1,0,S3_peaking,21.2718,2089296000.0,21.22213,-11.14917,10.07296,10.12263,1.384307,0.0001229345,0.02816863,0.003667143,0.0008779972,0.7484171,1.144639,0.09379031,0.002577452,0.2895132,1.434153,0.00927882596260985,0,0,0,S3_peaking,S3_peaking,S3_peaking
32,4.168234558666981e-05,9.971866139879962e-07,3.0,0.0009049360899937846,54.85874265095154,4.129251971966355e-12,591.4621682406713,1.5e-13,1.5545047012874007,1,0,S3_peaking,-2.799999999991698e-05,10000000.0,-3.7125792,3.951103,0.2385238,3.951075,-5.170841,0.0003477601,0.002956992,0.00052739,2.289158e-05,0.6979562,0.951285,0.2507523,0.0004524681,0.5810973,1.532382,0.0016288849619888123,0,0,0,S3_peaking,S3_peaking,S3_peaking
33,7.895269289710703e-05,3.5352983888977535e-07,4.0,0.0045856542892765625,784.2428956008014,2.509351584059459e-13,230.67303584717294,1.5e-13,1.385313971697041,1,0,S3_f_peak,8.492693,4365158000.0,7.4440226523,-7.444527,-0.0005043477,1.048166,-4.701254,0.0003191037,0.0146235,0.002560274,0.0003374856,0.7008207,0.8537138,0.1966973,0.002292827,0.4173928,1.271107,0.008254177720697814,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
34,4.212606324390985e-05,4.204089324148819e-07,2.0,0.0012821542022054722,134.44331969997086,4.506947290914273e-12,149.20285286774322,1.5e-13,1.5516923153205904,1,0,S3_peaking,2.768565,1318257000.0,2.512827,-4.774744,-2.261917,-2.006179,-9.060505,0.0002977727,0.005633263,0.0009230695,7.233777e-05,0.7292413,1.08181,0.1712186,0.0006410772,0.6225394,1.704349,0.00230787756396985,0,1,0,S3_peaking,,S3_peaking
35,3.6922000528220246e-05,2.397431698666497e-07,3.0,0.0014476064194592977,63.78135541727438,1.9766303949638082e-13,399.4123220292024,1.5e-13,1.3088356634830394,1,0,S3_peaking,-6.299999999992423e-05,10000000.0,-2.8176109999999994,6.934055,4.116444,6.933992,-9.305769,0.0002434443,0.007599524,0.001264276,0.0001935914,0.7292732,1.095802,0.1379141,0.0007238034,0.415102,1.510904,0.002605691555026736,0,0,0,S3_peaking,S3_peaking,S3_peaking
36,6.724078902131641e-05,1.945372034990245e-07,8.0,0.006911536500383472,57.35313425340465,7.113834236866355e-13,175.76592655581442,1.5e-13,1.5632291243801153,1,0,S3_nyq_boost,0.010137999999999536,1318257000.0,-0.03409100000000009,5.719236,5.685145,5.729374,-1.282371,0.0001524856,0.02107214,0.003132588,0.001091525,0.7798903,0.6684983,0.1829113,0.003455768,0.5240954,1.192594,0.01244076570069025,0,0,0,S3_peaking,S3_peaking,S3_nyq_boost
37,6.437032623364426e-05,1.643470251822824e-07,2.0,0.001346757492829479,197.15426937257408,1.3336761843358153e-12,112.94196011992638,1.5e-13,1.5954766587658291,1,0,S3_f_peak,5.43543691,3019952000.0,5.36972236,-5.344813,0.02490936,0.09062391,-6.464958,0.000213428,0.01073622,0.001215367,0.0003094681,0.7995227,1.004869,0.07390309,0.0006733788,0.7190786,1.723947,0.002424163487093062,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
38,4.7025010852707396e-05,2.9232280133762485e-07,3.0,0.0015554828375188181,72.64022877956211,1.4374621571865347e-13,498.70935750823486,1.5e-13,1.2755249033124945,1,0,S3_peaking,-0.00010400000000032605,10000000.0,-3.9797400000000005,8.931601,4.951861,8.931497,-9.086875,0.000237553,0.008010976,0.001380705,0.0001637871,0.7090433,1.015944,0.1434473,0.0007777414,0.3961893,1.412133,0.002799869107533873,0,0,0,S3_peaking,S3_peaking,S3_peaking
39,9.301573807631957e-05,3.8577075912933287e-07,7.0,0.004825166524025428,564.6063094571389,5.73760863361391e-12,236.46852848229415,1.5e-13,1.3275694665665057,1,0,S3_peaking,14.765526,1047129000.0,13.873238,-4.712726,9.160512,10.0528,-1.812603,0.0001561587,0.01582169,0.002852034,0.0003206211,0.6942317,0.8586407,0.2029445,0.002412585,0.3708593,1.2295,0.008685299743245771,0,0,0,S3_f_peak,S3_peaking,S3_peaking
40,8.50623416239004e-05,2.428473344463467e-07,4.0,0.0007641550091352164,68.14095558090442,9.008909872765077e-13,76.51147720731548,1.5e-13,1.4850602752922957,1,0,S3_peaking,0.7883120000000003,4365158000.0,0.5896400000000002,-7.566944,-6.977304,-6.778632,-8.986492,0.0003121291,0.007079138,0.001040694,0.0001601591,0.7585763,1.107388,0.0814043,0.0003820775,0.6633785,1.770767,0.0013754790164433896,0,0,0,S3_peaking,S3_peaking,S3_peaking
41,8.702491580749555e-05,8.443994262943679e-07,2.0,0.0008612075423734799,778.8990257087173,3.828906573377501e-12,374.45641809951604,1.5e-13,1.3793754367704913,1,0,S3_f_peak,9.223134,660693400.0,7.454059,-5.123138,2.330921,4.099996,-1.370317,0.0002837505,0.004737355,0.0008618276,2.550345e-05,0.6811346,1.105472,0.1602287,0.0004306039,0.5332854,1.638758,0.0015501735762722638,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
42,7.737768076295359e-05,1.8216901013238416e-07,5.0,0.004092827696677954,706.6981974217857,9.445325037967354e-12,60.012141864033076,1.5e-13,1.4255265764535858,1,0,S3_peaking,19.453400000000002,1905461000.0,19.433845,-17.66026,1.773585,1.79314,-2.092755,0.0001465018,0.02160488,0.002940271,0.0005787484,0.766894,1.175446,0.1192611,0.002046414,0.5017441,1.67719,0.007367089854020318,0,0,0,S3_peaking,S3_peaking,S3_peaking
43,2.1300778013044285e-05,6.323309691665139e-07,3.0,0.0015539293399535583,75.50743911159235,1.2571051020685437e-12,89.17150603930435,1.5e-13,1.2551727659664536,1,0,S3_peaking,0.5915500000000016,3311311000.0,0.5551000000000013,-12.00073,-11.44563,-11.40918,-13.18194,0.0005283251,0.00324053,0.0006382674,3.174077e-05,0.652416,1.545279,0.3192007,0.0007769647,0.1854371,1.730717,0.002797072811916405,0,0,0,S3_peaking,S3_peaking,S3_peaking
44,4.467034672546979e-05,1.724972118010734e-07,5.0,0.0005945054146059655,155.74351524003924,9.894649900915358e-13,69.86889187360066,1.5e-13,1.4267476139302935,1,0,S3_f_peak,2.411299999999999,3801894000.0,2.2600800000000003,-12.53952,-10.27944,-10.12822,-13.23533,0.00041401,0.00490557,0.0006177376,0.0001477813,0.7976385,1.180344,0.07545638,0.000297257,0.5988876,1.779231,0.0010701097462907378,0,0,0,S3_peaking,S3_f_peak,S3_f_peak
45,9.472328290402975e-05,5.281432308570192e-07,7.0,0.001012278081608839,55.03949632460208,1.8287683330129947e-12,384.88207720656317,1.5e-13,1.1248981125399184,1,0,S3_peaking,-3.6999999999842714e-05,10000000.0,-2.2955319999999997,6.233095,3.937563,6.233058,-3.989799,0.000250037,0.006568896,0.001226929,4.611429e-05,0.6724193,1.278811,0.1293709,0.00050614,0.326384,1.605195,0.0018221005468959102,0,0,0,S3_peaking,S3_peaking,S3_peaking
46,2.3349004984418497e-05,1.8347136730377555e-07,7.0,0.0008295653617524421,245.85352193242474,2.871034784777607e-13,76.72158767297474,1.5e-13,1.165245594794376,1,0,S3_f_peak,2.5780600000000007,5754399000.0,1.636940000000001,-13.50167,-11.86473,-10.92361,-14.12552,0.0005052663,0.004677183,0.0007780378,0.0001381132,0.7732644,1.469563,0.1101308,0.0004147827,0.2986121,1.768175,0.0014932176511543958,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
47,4.097759102775472e-05,3.607485953948735e-07,8.0,0.0036032456629188406,585.2376178208785,6.256088949484159e-13,498.32341729694804,1.5e-13,1.1321059695974935,1,1,,6.2910729,1737801000.0,5.7976569,0.1883961,5.986053,6.479469,-7.010037,0.0002492788,0.008671758,0.001759234,0.0002229303,0.6651641,0.7881009,0.2520139,0.001801623,0.1141082,0.9022092,0.006485842193253913,1,1,1,,,
48,8.292901465871117e-05,6.426266024602329e-07,2.0,0.0006154164531765462,204.0211879086124,1.8153742636413766e-13,510.340869874209,1.5e-13,1.4538832634939292,1,0,S3_peaking,-0.00012699999999998823,10000000.0,-4.0258338,3.1997,-0.8261338,3.199573,-6.474702,0.000370534,0.004349005,0.0007446944,2.60343e-05,0.7086158,1.015465,0.1250374,0.0003077115,0.6274986,1.642964,0.0011077496157177833,0,0,0,S3_peaking,S3_peaking,S3_peaking
49,3.5009496129924446e-05,8.184896954321037e-07,2.0,0.007552264333100001,60.747317321476245,1.526515092941047e-13,136.1323045657086,1.5e-13,1.223287248900709,1,0,S3_peaking,-5.999999999950489e-06,10000000.0,-0.38386999999999993,-3.362761,-3.746631,-3.362767,-8.576527,0.0003531457,0.00631754,0.001778178,0.0001244233,0.5063109,1.525377,0.5547319,0.003776132,-0.239431,1.285946,0.013594075799580002,0,0,0,S3_peaking,S3_peaking,S3_peaking
50,5.044031686818489e-05,2.898370149726499e-07,6.0,0.0020620119008268566,151.66168669293197,4.542762399114878e-12,376.108181588581,1.5e-13,1.4190131359789104,1,0,S3_f_peak,3.917136,912010800.0,2.1518549999999994,5.249215,7.40107,9.166351,-6.283306,0.0002018588,0.009250986,0.001572439,0.0001781572,0.7465464,0.9276775,0.1630047,0.001031007,0.4845528,1.41223,0.003711621421488342,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
51,7.084142420594376e-05,1.9109689120398862e-07,6.0,0.0026875825027068236,555.5009023442603,9.54242804290765e-13,481.907381814919,1.5e-13,1.1117420807538883,1,1,,9.134749,1819701000.0,8.801389,1.372861,10.17425,10.50761,-2.929051,0.0001788193,0.01587715,0.002633119,0.0005153656,0.7216974,0.9025755,0.1169904,0.001343792,0.2498416,1.152417,0.004837648504872283,1,1,1,,,
52,6.462071705362312e-05,3.009568755746078e-07,2.0,0.0068881152578049104,206.00651531008518,1.5921095427236081e-12,93.30632667697674,1.5e-13,1.4896400236180718,1,0,S3_f_peak,7.751917000000001,3630781000.0,7.549368,-6.235521,1.313847,1.516396,-3.593,0.000193206,0.01536769,0.002615491,0.0004448437,0.7068878,1.045073,0.2110736,0.003444058,0.4335749,1.478648,0.012398607464048838,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
53,2.877698782845288e-05,2.137098621953836e-07,5.0,0.006650087140176138,56.62395845629149,1.1223583160675723e-12,118.48380316742383,1.5e-13,1.422648770436144,1,0,S3_peaking,0.8307179,3467369000.0,0.7178827999999999,-0.9752889,-0.2574061,-0.144571,-6.170062,0.000218486,0.01084393,0.002000586,0.0005031028,0.720389,1.160445,0.2565353,0.003325044,0.245591,1.406036,0.011970156852317048,0,0,0,S3_peaking,S3_peaking,S3_peaking
54,7.397058824047716e-05,2.4321496354556293e-07,4.0,0.006904311668475228,125.87900152890747,4.057198876798945e-12,150.26633013550602,1.5e-13,1.5310732492313601,1,1,,6.346807,2089296000.0,6.297153000000001,1.066641,7.363794,7.413448,-1.249009,0.0001409047,0.01957784,0.003087435,0.0008226451,0.7401239,0.7742597,0.1828041,0.003452156,0.5069976,1.281257,0.01242776100325541,1,1,1,,,
55,3.414748963188572e-05,7.445751696963673e-07,6.0,0.0006355368164439938,149.47177506508507,8.968690493209007e-13,284.38233767907354,1.5e-13,1.5407270304288176,1,0,S3_nyq_boost,0.23987200000000009,1148154000.0,-0.3063609999999999,-4.373789,-4.68015,-4.133917,-9.277011,0.0004576242,0.002626378,0.0004462019,1.718399e-05,0.7312825,1.110158,0.2032249,0.0003177684,0.5994747,1.709632,0.0011439662695991888,0,0,0,S3_nyq_boost,S3_nyq_boost,S3_nyq_boost
56,6.17184999363184e-05,3.013325294812008e-07,4.0,0.003000150847498695,386.3384785713025,1.1253771780159924e-12,447.2812456145108,1.5e-13,1.442649903783812,1,1,,6.512471,1584893000.0,5.832768,2.629063,8.461831,9.141534,-4.746646,0.0001972113,0.01169577,0.001947177,0.0003586152,0.7289036,0.6360592,0.1714933,0.001500075,0.4929852,1.129044,0.005400271525497651,1,1,1,,,
57,5.6481081086548246e-05,8.012388078678853e-07,3.0,0.0006204498294031326,560.4453075205022,6.886592883433443e-12,383.22382285340296,1.5e-13,1.577176860252301,1,0,S3_f_peak,6.016116,457088200.0,3.9827875000000006,-4.382323,-0.3995355,1.633793,-4.81096,0.0003422682,0.003300365,0.0005606045,2.001641e-05,0.7200257,0.9899935,0.166451,0.0003102254,0.6911209,1.681114,0.0011168096929256386,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
58,4.551276290249784e-05,5.582349220246253e-07,8.0,0.0010689738800691675,59.53100028615247,7.667572421395983e-12,54.12668912062946,1.5e-13,1.125323379219378,1,0,S3_f_peak,3.1367200000000004,19952620000.0,1.2921399999999998,-13.51656,-12.22442,-10.37984,-10.37666,0.0004469584,0.004532405,0.0008636986,2.791969e-05,0.6749535,1.525042,0.1867656,0.0005344869,0.2460271,1.771069,0.0019241529841245014,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
