idx,w_in,l_in,nf_in,i_bias,rs,cs,rl,cl,vcm_in,tt_ok,tt_pass,tt_first_fail,peaking_db,f_pk_hz,nyquist_boost_db,g_dc_db,g_nyq_db,g_pk_db,g_top_db,vn_in_vrms,gm,gmbs,gds,vth,vds,vdsat,id_a,v_src_dc,v_out_dc,power_w,c0_pass,c1_pass,c2_pass,c0_first_fail,c1_first_fail,c2_first_fail
148,3.100452996078664e-05,4.910423844004584e-07,5.0,0.0006777190973136141,244.83890589260565,8.97707426836381e-12,123.94483708365769,1.5e-13,1.1601693500301566,1,0,S3_f_peak,3.2127860000000013,870963600.0,2.997885,-11.39394,-8.396055,-8.181154,-12.15399,0.0004596687,0.003192016,0.0005904509,2.39481e-05,0.6886692,1.46587,0.1689609,0.0003388597,0.2921289,1.757999,0.0012198943751645054,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
149,6.104918333617943e-05,2.438958370837672e-07,3.0,0.0026991436057843586,501.1579736408172,2.6228309044675115e-13,378.1066092880971,1.5e-13,1.172139400850037,1,0,S3_f_peak,3.1017386,3162278000.0,2.9958275999999997,-0.1885296,2.807298,2.913209,-5.215311,0.0002620953,0.01322342,0.002277271,0.0003585567,0.6967763,0.9979508,0.1389714,0.001349572,0.2917672,1.289718,0.004858458490411846,0,0,0,S3_peaking,S3_f_peak,S3_f_peak
150,2.453981702113456e-05,6.075656258322748e-07,4.0,0.004962207007676838,139.39616078856295,6.480504181483402e-13,310.11888192800785,1.5e-13,1.575077613493462,1,0,S3_nyq_boost,0.12939470000000003,1202264000.0,-0.33343887,0.3858069,0.05236803,0.5152016,-9.90693,0.00033456,0.005129923,0.001075283,0.0002350555,0.6501992,0.8749138,0.4887995,0.002481104,0.1556492,1.030563,0.008931972613818309,0,0,0,S3_nyq_boost,S3_nyq_boost,S3_nyq_boost
151,7.63668773364504e-05,1.720001879672723e-07,5.0,0.0006766304567308271,427.6503973636779,1.7274453852337546e-12,118.69528505163436,1.5e-13,1.324422125489994,1,1,,7.338349,1995262000.0,7.28891,-10.76398,-3.47507,-3.425631,-9.82046,0.0002863273,0.00628006,0.0008115948,0.0001731277,0.7768724,1.231289,0.06212929,0.0003383152,0.5285546,1.759843,0.001217934822115489,1,1,1,,,
152,4.7579193113297725e-05,6.374730017703275e-07,6.0,0.0006715564031295684,382.6170740950967,7.7321864708447e-13,60.258816893474304,1.5e-13,1.3431250628924183,1,0,S3_f_peak,8.60139,19952620000.0,4.34149,-18.61278,-14.27129,-10.01139,-10.00654,0.0006178353,0.003486965,0.0006198468,2.137471e-05,0.7075726,1.306284,0.1639722,0.0003357782,0.4734822,1.779766,0.0012088015256332232,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
153,6.351809151676697e-05,3.7890252705705597e-07,1.0,0.0034668938669925476,262.7553082764838,8.889128078384064e-13,56.16840464390119,1.5e-13,1.4049097629455851,1,0,S3_f_peak,7.527651,5754399000.0,6.686324,-12.827,-6.140676,-5.299349,-6.889378,0.0002923815,0.01119909,0.001945495,0.0001463487,0.6953879,1.258795,0.191978,0.001733448,0.4438401,1.702635,0.006240408960586586,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
154,2.6292405349579428e-05,1.974128917841218e-07,2.0,0.0031030666966670897,60.371902216912424,5.849748061226657e-12,255.9161709099393,1.5e-13,1.317092127450062,1,0,S3_peaking,1.513426,1148154000.0,0.8185450000000003,4.047134,4.865679,5.56056,-7.143247,0.0002045498,0.008810897,0.001426889,0.0003704155,0.7230029,1.087152,0.1730159,0.001551533,0.3157855,1.402937,0.005585520054000761,0,0,0,S3_peaking,S3_peaking,S3_peaking
155,9.901260633515604e-05,2.1522724415356547e-07,5.0,0.002538089996341669,52.31678957005436,2.1676772144483192e-12,190.25045685503656,1.5e-13,1.5495669790218618,1,0,S3_peaking,1.1692489999999998,2187762000.0,1.147576,6.162387,7.309963,7.331636,-2.269996,0.0001519623,0.01742469,0.002433641,0.000513971,0.7680437,0.8977715,0.1071931,0.001269045,0.6607921,1.558564,0.004568561993415004,0,0,0,S3_peaking,S3_peaking,S3_peaking
156,3.083491579950878e-05,2.930884276620023e-07,6.0,0.0008329607526525762,514.3630800433975,4.37246254147413e-13,620.3758940643551,1.5e-13,1.21121402508344,1,0,S3_peaking,1.9731370000000001,1258925000.0,0.6177600000000001,1.207279,1.825039,3.180416,-11.97398,0.0003398967,0.004506505,0.0008432939,6.501953e-05,0.7255171,1.205187,0.1428844,0.0004164804,0.3364385,1.541625,0.0014993293547746372,0,0,0,S3_nyq_boost,S3_peaking,S3_peaking
157,6.112222059715045e-05,2.81090532909451e-07,6.0,0.002249563754652912,713.9469381969831,1.5413465882198463e-13,53.93852557914155,1.5e-13,1.5399437821301594,1,0,S3_f_peak,10.530675999999998,12022640000.0,5.153609999999999,-19.54292,-14.38931,-9.012244,-9.578127,0.000610987,0.01109322,0.001764853,0.0002112047,0.7611073,1.130843,0.1508717,0.001124783,0.608488,1.739331,0.004049214758375242,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
158,2.7180167999964676e-05,1.7995668174368287e-07,7.0,0.0006911186898612413,454.48240488357794,2.0757770426422282e-12,360.480204047199,1.5e-13,1.4101966546615023,1,0,S3_f_peak,5.704078,954992600.0,4.1251359999999995,-2.747147,1.377989,2.956931,-12.38561,0.0002973221,0.004562285,0.0006430694,0.0001251952,0.8072916,1.149074,0.1010778,0.0003455594,0.5263584,1.675433,0.0012440136417502343,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
159,3.7422145222010315e-05,2.5207577751254355e-07,7.0,0.0011740008134480653,289.32218828574065,2.5826890382337775e-12,416.07192156115,1.5e-13,1.3944895770883667,1,0,S3_f_peak,4.9292560000000005,954992600.0,2.9794,1.87885,4.85825,6.808106,-9.284906,0.000252037,0.006419116,0.001105926,0.0001118843,0.7704139,1.078726,0.1409656,0.0005870004,0.4770398,1.555766,0.0021132014642065177,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
160,9.684348853763136e-05,4.19707201543845e-07,4.0,0.002364708921120788,164.52744056398225,2.1465633821386624e-12,247.7119491216055,1.5e-13,1.5777964498109665,1,1,,4.371929999999999,1659587000.0,3.9730009999999996,2.504967,6.477968,6.876897,-3.215585,0.0001930525,0.01168974,0.001885037,0.0001621653,0.735582,0.8435741,0.1582924,0.001182355,0.6635426,1.507117,0.0042564760580174185,1,1,1,,,
161,3.197398130261011e-05,7.171764320333736e-07,7.0,0.002246567885503763,741.4630087411911,1.2497329901167577e-12,65.31672977876384,1.5e-13,1.1100648277040317,1,0,S3_f_peak,9.973449999999998,19952620000.0,9.09058,-20.35177,-11.26119,-10.37832,-10.37706,0.0005009593,0.004421386,0.0009496661,3.523623e-05,0.6181774,1.683407,0.3346758,0.001123284,0.04322049,1.726627,0.004043822193906773,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
162,7.308616182889879e-05,2.9666874190516345e-07,3.0,0.0011722109503581508,568.4002424497756,6.132294249250592e-12,72.12966052849232,1.5e-13,1.2882458676468178,1,1,,11.514673,1584893000.0,11.47089,-15.97705,-4.50616,-4.462377,-7.650955,0.0002622404,0.008544176,0.001415453,0.000136066,0.7125895,1.293684,0.1081575,0.0005861091,0.4640395,1.757724,0.0021099797106446717,1,0,1,,S3_peaking,
163,3.398342665049546e-05,4.127801060973207e-07,8.0,0.0006831294229726943,306.7197586554709,3.388655013458192e-12,199.93176765242717,1.5e-13,1.3897523247190913,1,0,S3_f_peak,3.9207479999999997,1000000000.0,3.318327,-7.290761,-3.972434,-3.370013,-11.75256,0.0003871065,0.003578132,0.0006216731,3.395176e-05,0.7387667,1.234218,0.1544966,0.0003415647,0.4974924,1.73171,0.0012296329613508497,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
164,7.620959439649813e-05,3.808462317579481e-07,3.0,0.002694684776197836,161.31909376528927,1.7133886659612736e-13,53.48687222487488,1.5e-13,1.559215355521946,1,0,S3_f_peak,1.9821460000000002,14454400000.0,0.35819000000000045,-10.66341,-10.30522,-8.681264,-8.775274,0.0003544763,0.01150383,0.001862556,0.0001645146,0.7309016,1.105122,0.1694059,0.001347343,0.6228124,1.727935,0.004850432597156105,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
165,9.341179003910567e-05,2.470390962242775e-07,3.0,0.005098235703619967,212.84341532240762,1.0669745258258973e-12,371.10521700707557,1.5e-13,1.5033917402134094,1,1,,3.682646,2187762000.0,3.637243999999999,4.74643,8.383674,8.429076,-1.883177,0.0001607508,0.01916768,0.002945969,0.001602398,0.7433487,0.3196718,0.1553234,0.002549118,0.5343373,0.8540091,0.009176824266515941,0,1,1,S3_peaking,,
166,4.0675732300816414e-05,1.6641267553558664e-07,8.0,0.005836916199517498,922.3294765051534,1.9215908253330278e-13,73.54383805482287,1.5e-13,1.2310432168929173,1,0,S3_f_peak,14.732731,10471290000.0,8.724704999999998,-18.41312,-9.688415,-3.680389,-5.201614,0.0005004561,0.01640514,0.002525213,0.0005960952,0.7386688,1.361841,0.1810178,0.002918458,0.2235231,1.585364,0.010506449159131497,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
167,4.953034617125228e-05,5.09633308150913e-07,6.0,0.003974081848636875,600.946583552057,2.287303847586916e-12,245.47766668121204,1.5e-13,1.1884474801003515,1,1,,11.009747,1318257000.0,10.385533,-5.894122,4.491411,5.115625,-5.627433,0.0002304948,0.008643594,0.001707056,0.0001324728,0.6489615,1.167814,0.2882646,0.001987041,0.1444114,1.312226,0.0071533473275463754,0,1,1,S3_f_peak,,
168,4.446846017282515e-05,2.1889346643868405e-07,6.0,0.0017891574617102985,94.1570456469706,3.136580867223132e-13,130.07529236714672,1.5e-13,1.3689826205917504,1,0,S3_peaking,0.0,10000000.0,-0.06275900000000023,-2.097101,-2.15986,-2.097101,-7.873524,0.0002634476,0.009413465,0.001556164,0.0002393081,0.7585108,1.225008,0.139584,0.0008945803,0.4586296,1.683637,0.003220483431078537,0,0,0,S3_peaking,S3_nyq_boost,S3_peaking
169,9.272082662786333e-05,7.341023488343999e-07,7.0,0.001016671673211416,265.08554938426414,3.8918793245872334e-12,183.46613161993977,1.5e-13,1.5343782843755402,1,1,,4.8942223,1380384000.0,4.7239973,-5.222696,-0.4986987,-0.3284737,-2.042636,0.0002833619,0.005625186,0.0009560717,3.36381e-05,0.7226497,1.050457,0.1596177,0.0005083359,0.656281,1.706738,0.001830009011780549,1,1,1,,,
170,6.267591948451672e-05,3.4782612026836854e-07,4.0,0.0011625155613109908,157.43240738473736,6.6435776608761864e-12,53.790670919592124,1.5e-13,1.401168711180552,1,1,,4.3497710000000005,2398833000.0,4.3494720000000004,-12.64004,-8.290568,-8.290269,-9.304631,0.0003126802,0.007303476,0.001212253,0.0001003105,0.7258916,1.225227,0.1278372,0.000581258,0.5435063,1.768734,0.0020925280103597835,0,1,1,S3_f_peak,,
171,3.4101492696366626e-05,3.402857819699154e-07,6.0,0.0006366303225474458,170.56885045323253,1.5187025295243058e-12,195.37751399900588,1.5e-13,1.5074641191576206,1,0,S3_peaking,1.80743,1584893000.0,1.5520420000000001,-5.431731,-3.879689,-3.624301,-12.26146,0.0003827096,0.003811327,0.0006335538,4.487478e-05,0.7675615,1.123521,0.1347474,0.0003183153,0.6142872,1.737808,0.0011459345805854024,0,0,0,S3_peaking,S3_peaking,S3_peaking
172,4.3375349151057144e-05,2.9493809502862685e-07,6.0,0.0011431752617471,463.7533586392412,8.985119469990587e-13,120.22699319812335,1.5e-13,1.1678860140513534,1,0,S3_f_peak,7.575891,2754229000.0,7.556877,-11.20874,-3.651863,-3.632849,-9.702552,0.0003372201,0.006364215,0.001193222,8.082898e-05,0.7141027,1.422275,0.1389302,0.0005715876,0.3090046,1.731279,0.00205771547114478,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
173,7.786028521457502e-05,1.5763107905400088e-07,2.0,0.0019500294719051337,122.24465667988665,3.055385251339898e-12,72.94671244838767,1.5e-13,1.3163496875592666,1,0,S3_f_peak,5.4884446,3019952000.0,5.4547434,-5.637228,-0.1824846,-0.1487834,-4.690382,0.0001742751,0.01484251,0.001815868,0.0004006708,0.7704442,1.262746,0.07045377,0.0009750197,0.4661294,1.728875,0.0035100530494292406,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
174,5.6112553350727226e-05,3.513462914163232e-07,6.0,0.0013590191909154357,118.70652071706598,2.03353770321069e-13,512.9324549639857,1.5e-13,1.4483907616702707,1,0,S3_peaking,-0.00011700000000036681,10000000.0,-4.162598,7.521661,3.359063,7.521544,-8.75026,0.0002641841,0.007257343,0.001217745,0.0001098094,0.7419676,0.9000647,0.147674,0.0006795102,0.5513928,1.451457,0.0024462345436477846,0,0,0,S3_peaking,S3_peaking,S3_peaking
175,6.946075212237851e-05,2.0246022564079035e-07,6.0,0.0006498485563646145,201.50944477236052,1.4745004781305554e-12,83.88341501690059,1.5e-13,1.3554492515545244,1,0,S3_f_peak,3.882302000000001,2884032000.0,3.862064000000001,-10.76312,-6.901056,-6.880818,-10.50096,0.0003389946,0.005934818,0.000875678,0.0001769265,0.7591173,1.2217,0.07596989,0.0003249318,0.5510439,1.772744,0.001169727401456306,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
176,8.183742159450835e-05,3.6797264301376787e-07,7.0,0.007324202875342006,120.77744241710784,7.236198428847172e-13,178.1666629057142,1.5e-13,1.4934755016530963,1,0,S3_peaking,2.029998,3467369000.0,1.824059,2.189343,4.013402,4.219341,-2.552773,0.000185937,0.01684258,0.00295974,0.0005716709,0.71097,0.7198549,0.2456607,0.003662101,0.4276807,1.147536,0.01318356517561561,0,0,0,S3_peaking,S3_f_peak,S3_peaking
177,9.481887563826445e-05,2.1930354736221862e-07,4.0,0.005370683667867183,433.0381793168369,2.0704358599260181e-13,365.8405839096897,1.5e-13,1.3364653074764594,1,0,S3_peaking,0.6948291000000001,3019952000.0,0.6633511,0.8955269,1.558878,1.590356,-3.352341,0.0002469003,0.0222279,0.003501164,0.001312591,0.7300527,0.4216418,0.1445854,0.002685342,0.3959512,0.817593,0.00966723060216093,0,0,0,S3_peaking,S3_peaking,S3_peaking
178,3.232671380906381e-05,6.399532854758841e-07,5.0,0.005687719150543192,629.3774436022534,7.99554993260953e-13,368.69478462445795,1.5e-13,1.2637210549589113,1,1,,7.350975999999999,1659587000.0,6.842314,-3.886392,2.955922,3.464584,-7.789146,0.000312312,0.006385468,0.001499207,0.000295014,0.5942703,0.8139717,0.469601,0.00284386,-0.0624879,0.7514838,0.010237894470977747,1,1,1,,,
179,5.4381477157525887e-05,2.3213121370264788e-07,4.0,0.0007559086698026883,323.0794197476475,7.747283219998865e-13,120.65639953725801,1.5e-13,1.5463842512253967,1,0,S3_f_peak,5.191127000000001,3019952000.0,5.127070000000001,-9.317106,-4.190036,-4.125979,-9.977614,0.0003338497,0.00622652,0.0009047829,0.0001562982,0.7737297,1.06303,0.09441602,0.0003779544,0.6913672,1.754397,0.001360635605644839,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
180,8.934867193818893e-05,7.770254241632293e-07,6.0,0.0009706236265971856,288.48367837357017,2.6358242622768023e-13,106.37874884745874,1.5e-13,1.562708540836992,1,0,S3_f_peak,5.711885,19952620000.0,1.6263930000000002,-10.59338,-8.966987,-4.881495,-4.879347,0.0004758506,0.005262364,0.0008923725,3.050454e-05,0.7226622,1.068786,0.1635138,0.0004853119,0.679587,1.748373,0.0017471225278749341,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
181,9.882066580890457e-05,5.668550860508824e-07,5.0,0.0014037378312934522,456.2359024061093,1.2441054259839564e-12,103.91169861308042,1.5e-13,1.14621946051653,1,0,S3_f_peak,8.773806,3630781000.0,8.683885,-11.70594,-3.022055,-2.932134,-3.750786,0.0003057079,0.007900592,0.001493177,4.962801e-05,0.6629771,1.401184,0.1485439,0.0007018695,0.3258819,1.727066,0.002526728096328214,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
182,9.976404626568054e-05,2.3722110631219873e-07,2.0,0.0009447291876718485,95.38850048985329,6.982649572630677e-13,130.28969116910739,1.5e-13,1.2522760159539843,1,0,S3_peaking,0.7139149999999999,3019952000.0,0.6740049999999997,-2.493835,-1.81983,-1.77992,-7.09739,0.0002516303,0.008661712,0.001344825,0.0001494281,0.7244955,1.278448,0.07650654,0.0004723646,0.4600068,1.738455,0.0017005125378093274,0,0,0,S3_peaking,S3_peaking,S3_peaking
183,5.165736251269068e-05,5.435568060376236e-07,2.0,0.003205445299383582,104.79570485360402,7.0517938306257426e-12,149.6224225208392,1.5e-13,1.45140995085835,1,1,,3.0030256,1258925000.0,2.7134104,-2.316261,0.3971494,0.6867646,-5.92306,0.0002414959,0.007658207,0.001406108,0.0001043179,0.679915,1.143483,0.2614843,0.001602723,0.4167141,1.560197,0.005769801538890448,0,1,1,S3_peaking,,
184,5.754262593290608e-05,1.8227032423916845e-07,3.0,0.000777238366014318,494.0045399839736,1.2620427333114715e-12,66.95940652473551,1.5e-13,1.5093467684318638,1,0,S3_f_peak,8.655795000000001,3162278000.0,8.610026000000001,-16.24724,-7.637214,-7.591445,-10.80101,0.0003461473,0.00673493,0.0008538626,0.0001692346,0.7870934,1.11208,0.07393266,0.0003886304,0.6618983,1.773978,0.0013990290588257724,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
185,8.37519692284391e-05,1.6744892864945752e-07,8.0,0.0007463120773129957,834.8617399535672,1.2535632868038444e-13,128.98546525091945,1.5e-13,1.5949734547912535,1,0,S3_f_peak,5.825029000000001,6025596000.0,3.92211,-13.77265,-9.85054,-7.947621,-11.03904,0.000540479,0.006835874,0.0007535359,0.0002505179,0.8172623,0.9787874,0.06552435,0.0003731561,0.7730809,1.751868,0.0013433617391633923,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
186,4.819581439102762e-05,4.0754562347195874e-07,2.0,0.0007212288249107829,293.8492483889631,3.494669407601112e-12,332.0752353062342,1.5e-13,1.3254208697026728,1,0,S3_f_peak,4.3462060000000005,794328200.0,2.652399,-1.431533,1.220866,2.914673,-9.254469,0.0003035286,0.004662306,0.0007988749,4.85719e-05,0.7047185,1.191165,0.1271946,0.0003606144,0.4890838,1.680248,0.0012982118848394093,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
187,2.362483557997674e-05,8.469597137517607e-07,7.0,0.0033371887100477836,546.7543636589297,9.050674911893731e-13,185.1867230213191,1.5e-13,1.5410037874648583,1,1,,5.815397,1905461000.0,5.724479,-10.2989,-4.574421,-4.483503,-9.881862,0.0004467362,0.003769587,0.000802187,7.630531e-05,0.6443101,1.32444,0.5007469,0.001668594,0.1665582,1.490998,0.00600693967808601,1,1,1,,,
188,2.368001481855814e-05,1.7406112763057968e-07,6.0,0.007766174159371997,326.016553961254,2.0285734663819202e-13,59.42992515470333,1.5e-13,1.2472178812647763,1,0,S3_f_peak,6.466346,10471290000.0,2.52562,-14.00123,-11.47561,-7.534884,-8.818079,0.0004275961,0.01065273,0.002013464,0.0004851841,0.7161861,1.5271,0.2445868,0.003883087,0.04212216,1.569222,0.013979113486869595,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
189,7.436594294965759e-05,3.6665173665191125e-07,1.0,0.0038494748768551847,77.93177528586294,1.352700940507476e-12,124.2753243777042,1.5e-13,1.3466382422748109,1,0,S3_peaking,2.0021207800000003,3311311000.0,1.88104078,0.01096022,1.892001,2.013081,-3.964579,0.0001966631,0.01313412,0.002304759,0.0001751556,0.6894231,1.158151,0.183984,0.001924739,0.402651,1.560802,0.006929054778339333,0,0,0,S3_peaking,S3_f_peak,S3_peaking
190,6.117267012330246e-05,2.792143047825797e-07,4.0,0.0021868284713472547,738.6730546670373,1.8868177380740966e-12,141.19976724578515,1.5e-13,1.437985357048638,1,0,S3_peaking,14.152986,2089296000.0,14.108471000000002,-11.48075,2.627721,2.672236,-5.409716,0.0002224673,0.0111335,0.001796815,0.0002346868,0.7357682,1.113572,0.1437021,0.001093415,0.5320377,1.64561,0.003936291248425059,0,0,0,S3_peaking,S3_peaking,S3_peaking
191,5.848142414324617e-05,2.0090854929280594e-07,1.0,0.0032375972659975357,273.1153905050229,5.567062643544994e-13,449.2080381930142,1.5e-13,1.361157741429923,1,0,S3_peaking,2.2544750000000002,2187762000.0,2.2113500000000004,5.341968,7.553318,7.596443,-3.510062,0.0001871868,0.0150465,0.002181101,0.0005148386,0.7387369,0.6441308,0.123844,0.001618799,0.4286918,1.072823,0.005827675078795565,0,0,0,S3_peaking,S3_peaking,S3_peaking
192,8.111028765407462e-05,7.862334424003681e-07,7.0,0.0006284692155489211,271.7490877930058,1.406043716710995e-13,78.47684000296552,1.5e-13,1.1273528937299504,1,0,S3_f_peak,6.978172000000001,19952620000.0,0.8867000000000012,-14.53349,-13.64679,-7.555318,-7.550973,0.0006227148,0.003921405,0.0007606279,1.806477e-05,0.6602124,1.441821,0.1405962,0.0003142346,0.3335186,1.775339,0.0011312445879880582,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
193,8.219289566482433e-05,3.6894232572056684e-07,8.0,0.004703184253057236,380.41280613835954,1.018656233026092e-12,193.01287288428924,1.5e-13,1.1305679179318995,1,0,S3_f_peak,9.561271999999999,2754229000.0,9.528541,-3.825508,5.703033,5.735764,-2.843762,0.0002009242,0.01510463,0.002938288,0.0002526075,0.6651486,1.149616,0.2050234,0.002351592,0.1964965,1.346112,0.008465731655503024,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
194,6.420933078180842e-05,2.3111610089267832e-07,8.0,0.0019859120050500943,641.5853409129055,3.14245597475642e-13,642.852666257595,1.5e-13,1.5932297818589578,1,0,S3_peaking,2.5683519999999995,1905461000.0,2.426949,2.344269,4.771218,4.912621,-6.101534,0.000254198,0.01122942,0.001703978,0.0003760498,0.7990193,0.507185,0.135334,0.0009929657,0.6544906,1.161676,0.0035746416090901697,0,0,0,S3_peaking,S3_peaking,S3_peaking
195,4.655845695322439e-05,1.8121937119948497e-07,6.0,0.0009789194099325941,739.2193263110954,3.1750928909548846e-12,67.33362949521445,1.5e-13,1.1559705575777115,1,1,,11.935202,1995262000.0,11.920451,-18.70317,-6.782719,-6.767968,-10.54956,0.0003132099,0.007064079,0.001121686,0.0001636943,0.7548065,1.43933,0.0917135,0.0004894597,0.3277114,1.767042,0.0017620549378786696,1,0,0,,S3_peaking,S3_peaking
196,4.627240651222684e-05,6.233360679911005e-07,7.0,0.006258760139829519,253.4098615557761,1.1887084444747013e-13,81.42778601682268,1.5e-13,1.1749112845783474,1,0,S3_f_peak,1.4309970000000014,9549926000.0,0.38455000000000084,-10.41829,-10.03374,-8.987293,-9.465737,0.0004347887,0.008873355,0.001970944,0.0001128575,0.6038159,1.574428,0.4057914,0.00312938,-0.0292472,1.545181,0.011265768251693134,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
197,8.325854968050529e-05,6.301114649072617e-07,1.0,0.0017820963834720726,119.1222009076166,2.4718953018733253e-13,653.0141054945859,1.5e-13,1.4295182857832696,1,0,S3_peaking,-0.00021700000000102193,10000000.0,-5.864022,9.79687,3.932848,9.796653,-5.176951,0.0002650399,0.007538677,0.001346784,9.031025e-05,0.687297,0.6925768,0.1879752,0.0008910482,0.5255562,1.218133,0.0032077734902497307,0,0,0,S3_peaking,S3_peaking,S3_peaking
198,4.0503147486934844e-05,6.70888969237239e-07,5.0,0.0011896319173354299,175.19629738562028,3.4540823158954907e-12,103.32447817736154,1.5e-13,1.1120693635677674,1,0,S3_peaking,2.870975999999999,2290868000.0,2.869281999999999,-10.58284,-7.713558,-7.711864,-8.517245,0.0004069781,0.004113492,0.0008192079,2.726626e-05,0.6491141,1.534226,0.2243839,0.000594816,0.2043143,1.73854,0.0021413374512037737,0,1,0,S3_f_peak,,S3_peaking
199,8.228017983549908e-05,1.9707673619106245e-07,7.0,0.0019808606213035105,88.79335773100814,6.9238400884807625e-12,155.42345435090425,1.5e-13,1.2759822611740774,1,1,,4.037508000000001,1445440000.0,3.765741,1.684929,5.45067,5.722437,-3.808863,0.0001642105,0.01410595,0.002157286,0.0004192188,0.7427485,1.214859,0.1006183,0.0009904303,0.4312046,1.646063,0.0035655491183463187,1,1,1,,,
200,4.017386541528354e-05,3.4623863864781545e-07,4.0,0.005542190838211666,291.63641918238034,2.681036009520375e-13,124.5835908621223,1.5e-13,1.332935015639761,1,0,S3_f_peak,3.971734,5754399000.0,2.5434349999999997,-7.021109,-4.477674,-3.049375,-7.30435,0.0003219718,0.01008347,0.001929965,0.0002493272,0.6738311,1.232872,0.2735821,0.002771096,0.2218953,1.454767,0.009975943508781,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
201,8.364299212820194e-05,2.3328112469492042e-07,3.0,0.0038756473834917512,69.3698927433618,6.031668039819204e-13,133.9773309188541,1.5e-13,1.5907154454912846,1,0,S3_peaking,0.3636050000000002,3467369000.0,0.2985760000000002,2.747795,3.046371,3.1114,-2.495564,0.000170427,0.01882455,0.00270103,0.0005423485,0.7590664,0.8901681,0.1353092,0.001937824,0.6502074,1.540376,0.006976165290285152,0,0,0,S3_peaking,S3_peaking,S3_peaking
202,8.544540524846072e-05,7.262087715348069e-07,6.0,0.0032319277336454555,108.77136287487659,9.02980834016866e-13,53.66602785168924,1.5e-13,1.205020259865619,1,0,S3_f_peak,5.934879,19952620000.0,1.998149999999999,-10.28108,-8.28293,-4.346201,-4.341678,0.000318259,0.009157309,0.001834663,6.778216e-05,0.6411968,1.463627,0.2566863,0.001615964,0.2496494,1.713277,0.00581746992056182,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
203,3.3414457768759126e-05,7.717865827736998e-07,4.0,0.0007096367783116165,104.11016124817371,6.462138940855551e-13,251.23437655506305,1.5e-13,1.2374104268102089,1,0,S3_peaking,-9.000000000369823e-06,10000000.0,-0.6722229999999998,-4.684628,-5.356851,-4.684637,-9.300557,0.0004633527,0.002724735,0.0005201127,1.646105e-05,0.6700613,1.37629,0.2141339,0.0003548184,0.3345675,1.710857,0.0012773462009609098,0,0,0,S3_peaking,S3_peaking,S3_peaking
204,3.954260926980974e-05,2.084180032833931e-07,3.0,0.004838899858184723,808.6858160950636,6.231323867324599e-12,430.5000101260299,1.5e-13,1.4882198597446112,1,0,S3_f_peak,12.383413,724436000.0,11.128755,-4.014275,7.11448,8.369138,-5.485915,0.0001779811,0.01097002,0.001762626,0.001619833,0.7474458,0.3470952,0.1940218,0.00241945,0.4113316,0.7584268,0.0087100197447325,0,0,0,S3_f_peak,S3_f_peak,S3_f_peak
205,3.4214673110741266e-05,1.929657896778485e-07,7.0,0.0032282043787222312,69.66746590511389,4.410000404249792e-12,81.53426910443142,1.5e-13,1.229636201560388,1,0,S3_peaking,2.8619149999999998,2511886000.0,2.8616539999999997,-4.342579,-1.480925,-1.480664,-6.455729,0.0002140398,0.01117702,0.001963746,0.0003839076,0.7257282,1.400032,0.1714309,0.001614102,0.2683632,1.668395,0.0058107678817000165,0,0,0,S3_peaking,S3_f_peak,S3_peaking
206,9.177117823164568e-05,3.8864251447481806e-07,5.0,0.0006312515850347571,459.89386583262086,1.3955871705663068e-12,254.66326692238192,1.5e-13,1.2894428969914171,1,1,,6.180823999999999,1380384000.0,5.5539922,-5.121356,0.4326362,1.059468,-6.46306,0.000301075,0.005411231,0.0009246716,5.797327e-05,0.7119397,1.21656,0.09443493,0.0003156258,0.5030611,1.719621,0.0011362528530625628,1,1,1,,,
