idx,f_pk_hz_meas,f_peak_closed_true_k,f_peak_closed_pred_k,f_peak_grid,peaking_db_meas,peaking_db_closed,peaking_db_asymptote,f_z,f_p2,k_true,k_pred_calibrated
385,602559600.0,772886839.9010817,749912920.2312809,749716271.457602,0.0721260000000003,0.1513306442050919,1.625196576653706,1029113111.6369306,2601416440.1582227,1.228619002851763,1.197865395266988
386,4786301000.0,3887918390.741399,3852200146.739162,3847780714.148858,2.955036,2.8809861240389956,3.684273250058002,1112433724.7089818,12768080285.275883,1.5870197434640314,1.513596254029134
387,1096478000.0,1117798294.9364676,1141172972.2569149,1139213203.517771,4.662658,5.603359163942503,10.525882273634759,328763800.79505235,1328748107.3118331,3.62183400082627,3.478946368695974
388,3311311000.0,3515359316.793634,3456086640.075755,3454671195.579178,3.560027,4.238296219440565,8.135477548152512,1251740586.9859295,4901798959.802476,2.723747269480432,2.487440824870249
389,691831000.0,2370838949.008378,2423626548.1911345,2422312509.572754,0.0137549999999999,1.0094710129660684,9.528049071942808,1682744174.0466883,2448933246.6087017,3.2167097828034192,3.0748496682806765
390,1513561000.0,1504264213.196737,1476557685.9259782,1477352962.465185,11.427553,11.241869315558375,11.99320407701528,117995444.39363407,5012823851.680643,4.308842328044205,3.84293753558366
391,831763800.0,903061393.817894,895129027.0116382,895334274.4460444,8.824509599999999,8.757700986090722,9.585403406556338,101373570.69905351,2865887362.865491,3.238756631939928,2.9685791501440772
393,10471290000.0,9938438769.945942,9881597343.483116,9895324813.003086,7.528896,8.433872871364928,10.967735745400976,1749860882.951458,17252908075.5485,3.8166428731029747,3.4990166862002083
394,4786301000.0,6088003080.06827,5870884237.189705,5883984761.565495,3.469072,5.163962821127529,15.736898369129973,1721481975.8201916,4217521994.8938966,6.690352972319864,5.735192675415654
395,3311311000.0,3318614660.3011885,3312215298.4359746,3304719861.412545,12.5880976,12.192248102715364,12.754840708436863,203731852.8088573,12842003094.257153,4.713913423134878,4.326739013108945
396,1096478000.0,1074255805.9256232,1074360399.6922357,1076035590.7168968,5.01286,4.662224954882806,4.928280604510647,131900976.31852596,6114709846.20302,1.848507343660537,1.7638861883733195
397,1513561000.0,1588123463.6481273,1593115272.348864,1594123994.8538487,6.293693299999999,6.374565878140648,7.465273511373444,277957502.37029445,4379283302.484244,2.513235331440816,2.373761020217374
398,1737801000.0,1622452430.2143106,1621416110.855828,1624731335.970553,7.847638000000001,7.550207093883277,7.921883667534237,149772339.0484951,7776740776.460109,2.654885692722765,2.4867538016969055
399,3467369000.0,2052938980.254766,2030213383.5667448,2028345339.628166,2.980700000000001,2.7318414263485584,3.223325995572448,492717068.33307344,8637346340.801418,1.4992519140102512,1.4335978468023514
400,10964780000.0,11942030600.5973,11891413520.559633,11892454007.84331,8.61261,9.591506122808756,15.81225676691415,2065541276.9539967,11851711976.075523,6.749618899124879,6.125277335430384
401,2187762000.0,2913346960.721319,3070122493.5649123,3062646126.108258,0.1095109999999999,0.2803108304841146,2.7053935972397314,3440851381.450491,7225886244.480703,1.4060341693411376,1.3949994861739805
404,2187762000.0,2386485564.9690146,2367164428.7214375,2361661020.223063,1.014709,1.164685191322107,2.812427088003051,1465821477.282909,5795219241.6907425,1.4248451370600823,1.3746685309737403
405,6025596000.0,8784954747.285282,8541429505.780105,8552784788.061429,0.2914639999999995,0.9332062331457426,6.593206449683947,6949267072.602739,11822127154.38329,2.262545072587666,2.080402522671612
406,2089296000.0,2142624127.1260648,2061162080.7961078,2067289774.2599077,11.566974,11.105707522146371,11.397006477892171,110848865.3557181,11610009552.81048,4.015635605853685,3.458536818769634
407,1148154000.0,1148260579.4483273,1157719562.642348,1161086211.6634932,14.564163,14.900429318086147,16.27037018587582,74033678.01909752,2781475950.5307627,7.121181681920382,6.613787372350456
408,5011872000.0,5163221046.256666,5125640393.612169,5118022391.37286,4.783711,5.301473285547125,9.667170274695838,1572808757.1039374,6633135360.562378,3.270440375737648,3.007390070186578
409,3981072000.0,2332240061.4117746,2332826945.156166,2331907161.969857,1.456929999999998,1.293131680443571,1.4185064637497815,465970781.98504287,19537095471.7787,1.1971150021299053,1.1775623258224726
410,3311311000.0,2733508654.0045595,2709393432.3650727,2715106811.2557054,1.7537409999999998,1.6405911589996767,2.044874218968302,821404501.4283947,12816140342.85024,1.2949403029628126,1.2578286554234341
414,1380384000.0,1442500040.3529613,1431121134.9073536,1431259901.8318553,4.231707999999999,4.238753805186698,5.170016311392949,334028813.9618524,4351483568.972535,1.9038112014905848,1.7946510541274496
415,4786301000.0,3488947381.91875,3515155081.6679664,3521001230.175302,13.072982,12.74973636832578,13.190120779169591,178966172.89934412,15309389776.548147,4.961873320477531,4.631083546467556
418,3981072000.0,3755503457.5420256,3761180599.42605,3751437393.424587,3.212022,3.439271589067374,4.6760034420287635,1130185371.7388902,9848777234.110014,1.7924098462301767,1.7163038923745737
419,2398833000.0,2522340414.513011,2539155917.4346156,2532224698.1428623,3.71448,3.8294953687843436,4.983897063958642,685557636.3600062,6830263682.343945,1.8610951978999868,1.7901087117648482
420,1905461000.0,1920763569.7232156,1877213023.9906495,1879767198.8350275,6.069996,5.661348004716053,5.807798711643311,150136107.19599608,14752843272.09977,2.057328970140075,1.8878522995883114
422,2754229000.0,2814295226.513671,2722083932.0584745,2715106811.2557054,19.411198,19.01801384282538,19.517363615722065,72816728.86375593,11571231379.352196,10.399444426166196,8.857217197900088
423,3019952000.0,3124459129.829687,3075018457.5329914,3082123037.9669175,2.06910564,2.173899360037381,3.3522312465823068,1235722527.895441,8558049566.031734,1.523329154412634,1.449652109930461
424,1737801000.0,5914107467.054809,5820896611.277541,5809854203.851878,0.0013899999999997,0.1436576032070995,4.307857624388013,8896903970.870121,13272600649.892578,1.7134162131636266,1.6321912356011081
425,1819701000.0,1882716314.0917451,1861069722.2088711,1856084576.179104,2.132473,1.9940018561735657,2.175004616605304,347509665.2029457,13086637917.339409,1.3161640945819886,1.273434434549828
426,4168694000.0,4158517901.4884367,4114064435.352338,4125674800.054613,10.439984,11.33550698202832,13.705787896300393,497159886.8050883,7458910382.8412285,5.272167848382063,4.747745615803076
427,2398833000.0,2177576564.6641107,2170495569.9162555,2174836321.295725,11.320631,10.897457774065447,11.22892349829737,122901527.60294989,11050038663.158817,3.9365455381262633,3.621094927395942
428,346736900.0,357847221.03139234,355508576.1303497,354833754.9369054,7.019729,6.6766994141767855,6.917791190062609,30496766.305879865,2136988946.267361,2.352924896867089,2.1948122845741165
430,2398833000.0,2498499483.7470694,2453368775.5835524,2453219890.5483713,8.509656,8.732558938990035,10.280743995973447,360833498.4434924,5691511803.637233,3.517953416449255,3.162531821637377
431,794328200.0,775999928.8885893,793267480.4480346,793734596.4250041,12.1703313,13.155773574469379,13.627854883453786,39126294.326970264,3285669980.6844664,5.224083119023696,5.008042837645106
432,1096478000.0,1166480892.1346061,1185760562.461901,1183379183.7666728,5.8332310000000005,6.885818656920952,9.80611030621656,262762053.93323836,1877847265.728006,3.3249668254796854,3.180447127056893
435,2089296000.0,2212641188.195626,2160099497.3184195,2161092841.61788,5.319788,5.466200234874023,7.037556020766597,509846554.6807317,5047314994.022017,2.3871354116382104,2.168413651437261
436,1096478000.0,1048238358.2839862,1050249004.11098,1049093088.0825957,5.6108400000000005,5.225759704678227,5.326150075299356,73085314.22887528,9734157434.721693,1.9403580572899473,1.8513107609916108
437,2630268000.0,2244501578.7311916,2253549628.8949833,2259152213.803227,3.2565300000000006,3.1396156896584126,3.614989260272602,483531522.32199645,9578593843.901543,1.5735282885395288,1.5227999440323414
438,2089296000.0,2241621270.5949364,2248071616.931745,2244875915.2903137,6.1414623,7.0587115314683135,9.929653217079927,490906940.0484837,3641191396.8279095,3.374188769513683,3.1522719001385
440,2511886000.0,1509884138.3615208,1525882933.560105,1524930428.7161245,5.52004,5.148872808986617,5.3603308829070055,153047674.28259715,9643399768.459934,1.9484469263933444,1.8813976114717148
441,4570882000.0,4585615121.231575,4552273262.382944,4566100166.483787,5.195763,5.113107017432137,5.825745757535454,817278924.2886472,15816683143.824406,2.0618140981828255,1.9353881670539632
442,3801894000.0,3813552511.714187,3783797524.181315,3775294676.455815,11.242891,11.589800387619132,15.25761273035972,491552237.70712066,5294378296.065064,6.325216283070431,5.706783998362074
443,3801894000.0,4226478117.7810087,4238394775.7787323,4231629176.6789794,5.6835640000000005,6.807830486678355,12.807685742927141,1052269079.5390316,4367524018.26405,4.743358398843876,4.391040350619531
444,2511886000.0,2824085083.235848,2832727542.770859,2838304512.067381,1.6763982,2.4202366274274407,5.2202463852506265,1355277676.6187844,4936071564.420926,1.9154971555033176,1.830308199947115
445,2398833000.0,3744584174.7932167,3657145199.4539557,3657506381.5447636,0.2471939999999999,1.2214438999814174,11.927483942484338,2264792251.9212623,3167239499.263053,4.275525790251326,3.8232542125141724
447,3311311000.0,3478977823.1770186,3386886375.4103317,3389590712.801402,11.182483,11.756773830471188,15.741060853280544,445717185.1596033,4589731704.956849,6.693613176209105,5.818095082394011
448,1737801000.0,1690606357.0806768,1734807547.269523,1731063833.7167473,7.499813,6.949559268601144,7.018054017202422,75017457.61157799,19009891194.863758,2.381532513109593,2.338898123615046
450,1737801000.0,1805356251.0648777,1794387434.261475,1798175179.3835917,2.4312287,2.358395330070726,2.8172048644362127,461728945.1139364,7884254090.376505,1.425690240387784,1.3756376100442151
451,1000000000.0,988547385.2893134,993798800.3000783,990913287.5796723,12.2435,11.968595932393855,12.624575226411949,66800923.0009264,3533802756.655381,4.642090677565899,4.3207790063492375
452,524807500.0,910609384.1560396,908000556.4764336,906758249.4333644,0.0329440000000005,0.20891004486312054,1.8551228716772314,1112616276.5774372,2777646670.030949,1.2645568859019485,1.2371140590716492
454,1380384000.0,1420148564.312473,1405846772.55373,1404297253.2559485,2.0961434,2.133050633110421,2.911119709858202,483964938.80959475,4784507828.772047,1.4423968244961385,1.3859521541949467
455,4168694000.0,4169627124.6830535,4093236483.88376,4099603354.025916,1.3671800000000012,1.3387079927384773,2.3003026920581835,2000119942.3432503,12950340053.32624,1.3369024365845792,1.287535137948208
456,1819701000.0,1561112429.0951715,1549672087.9111493,1554209246.4000938,11.599723,11.10690681743342,11.290993875065858,64806745.409616835,10671257259.995426,3.9655741603531838,3.619530858252286
458,2290868000.0,1806859215.096049,1828399445.7620292,1832700323.776793,6.788988,6.852039277517549,7.757479003915862,273498195.4315817,5485681885.178704,2.6030238592659503,2.4904903918060404
461,2630268000.0,2679031468.1372943,2709050520.372993,2715106811.2557054,9.172614,8.68022918063115,8.838086961149582,140958123.53992906,19796190969.056347,2.962591447386755,2.8204558982103443
463,3019952000.0,3402822507.7213273,3317624978.6599727,3325736242.28319,5.779085,6.978632873130071,11.551490399621722,817974588.5038556,4187529006.280063,4.089688939793991,3.6166297189372307
464,3311311000.0,2942603643.6850014,2928222273.169295,2929710791.110853,8.4338373,8.381525825531751,9.002372735138167,306409074.8839739,10841787666.88454,3.0212810417306457,2.7953952543281546
466,954992600.0,922789581.6444954,909004857.0655274,906758249.4333644,8.475902,7.9396395801169,8.031372190918686,41149229.137692936,8960213767.873476,2.6899726779527056,2.4582584386766007
467,1819701000.0,1797219441.1164377,1816110399.3767006,1821118909.8520966,8.676292,8.473745797173644,9.146950211762427,191577382.8496566,6350307140.63151,3.0738563601144238,2.9191430766579454
468,8317638000.0,8061498352.134944,7991683540.608265,7976692772.618157,12.17304,12.005383027529815,13.217559144856102,702151697.7185191,20876462489.559566,4.977924006605029,4.505507312291337
469,2290868000.0,2587761715.425231,2539408565.2389784,2532224698.1428623,4.311019,5.617383669038781,12.05369833602461,760237765.617545,2581323407.9880447,4.339733243803375,3.8778913683226275
470,1047129000.0,1051602059.96035,1054242572.606841,1055764800.3101127,0.6804690000000004,0.7509421485098983,5.197060772352119,913598169.2304603,1669885220.051646,1.9100946580331741,1.8227240611210025
474,4570882000.0,,,10000000.0,0.2182309999999998,,1.5093349402551772,12017060970.70317,6852957171.609007,1.210866918643281,1.193271475236299
475,2630268000.0,2821304581.880637,2852772904.8448596,2856354722.4192443,1.8357727,2.1555191430414964,3.8595727279110434,1269869111.9860616,6426022850.447047,1.6216397644001832,1.576668693849732
476,3162278000.0,4047360446.9868784,4003247182.780401,3996954728.7217617,0.1442979999999991,0.3196702186501177,3.880721098315609,4737060155.698956,8303909651.643079,1.6258637997575067,1.5548441401805113
479,870963600.0,1373465166.8106434,1413042635.0165613,1413227887.9746842,0.0437598999999999,0.30251876829530006,7.768152944079531,1518321479.4715412,1958389081.9508817,2.60636126319977,2.499429517871561
480,1148154000.0,1135589728.555181,1111845976.9921422,1110688817.3342626,2.878389,2.675463116422756,2.9426063295706,209072448.99476945,6481448182.389937,1.448038558565521,1.375881067324166
482,2630268000.0,2604679017.514829,2559583007.2494044,2564534498.4481907,4.06744165,4.192734623548341,7.635563879433516,916634161.4270145,3905060963.729108,2.5651943761699063,2.347948928377779
489,1513561000.0,1276238133.21412,1267720462.3952372,1268845092.81484,3.242531,3.044287316789511,3.3041337675013027,212655493.19687575,7375797172.465326,1.5143035732027337,1.4528167198351072
490,4570882000.0,5155283400.212869,4955699295.861822,4958341311.494261,1.63547901,2.0916208155335276,4.941002520640799,2692484037.4576864,9039583368.732029,1.8513796306346126,1.6953622275769222
493,1096478000.0,1106241815.8271282,1085367918.2802598,1082878643.9114902,2.4777310000000003,2.7311381211163748,4.160462521332776,408025697.33515227,2719078954.5192456,1.6827161369808439,1.581913035026556
497,3630781000.0,3560415716.3974237,3492821423.538656,3498750907.988426,9.632949,9.50783368225428,10.234590507320435,342695731.2264482,12082495114.377659,3.4987211002257053,3.139453323269592
498,6025596000.0,5958506830.166935,5867825792.072322,5883984761.565495,3.424757,3.6585391702172956,5.546222712393093,1986694565.2182367,12506942765.277042,1.9929997889836404,1.856720137382192
501,1584893000.0,4242634135.985024,4188186216.0414,4178316150.963246,0.0040719999999998,0.17106987027173665,3.145415584102941,6012954666.220959,10604264608.97372,1.4848719209319834,1.4301235559679535
502,794328200.0,793677990.9587893,797282256.7483158,798782355.1725625,0.66969275,0.7797596413265668,1.9409613554705274,528271934.96365476,2352324562.5846515,1.2782193519098521,1.253245996825177
503,1258925000.0,1364120885.4196115,1350215575.8641894,1351886187.0468285,4.684988000000001,4.875393381190003,6.229408109265514,327498467.3137279,3376861662.7984977,2.1651804903024345,2.018803946076394
504,831763800.0,841546431.8712339,838407734.5536573,840337383.0170234,7.082442,6.748758299714458,7.061312042896245,80267342.83574677,4406825591.375534,2.393977500995005,2.241227085176093
506,5495409000.0,5677802236.729492,5696253650.485759,5700405838.132147,1.4092159999999998,2.015869844293354,4.985402230941581,3048504564.1286044,9774967332.259571,1.8614369886850701,1.7814228053225771
507,478630100.0,496154919.2979681,492195244.9011747,493388319.19491804,8.380326,8.260634153393413,9.211649473400234,63076644.302041955,1465158204.7307982,3.097669052633168,2.848176429926484
508,1905461000.0,1831437543.790398,1845159845.9305594,1844355389.7556028,1.8541520000000005,1.7377827847318268,2.169751632762277,548197118.3097637,8299504163.756552,1.3153011792976699,1.2907688631483112
510,794328200.0,806688269.6882709,800693430.8116624,798782355.1725625,0.4714919894,0.48056550120855696,0.9144051045307783,467878987.67720497,3867914908.362238,1.1233509458642492,1.108689114893465
511,4786301000.0,5076292278.551592,5082972945.243106,5085679986.550121,7.6440809,8.278487147134928,10.231791918588634,843385796.2007949,10195818614.7437,3.4975582016803077,3.2553385203821805
515,2089296000.0,1378593778.8537529,1383961545.4809017,1386604933.7143471,2.83357,2.6121821838631067,2.8939835122476203,264349635.73291942,7663484102.351024,1.439334964728266,1.400519496706541
516,2630268000.0,2585168001.9386477,2513873667.7299943,2516222768.0951304,16.4347,15.723389938580404,15.856923694829456,52547149.00264956,20771823840.768158,6.784990869893208,5.878029302325852
518,758577600.0,746221798.2962074,751171342.0354848,749716271.457602,1.115913,1.0706544235207116,1.651395990167066,330206592.3223707,2983077756.9224033,1.2326661568676636,1.2136734624019778
519,1659587000.0,1592578800.1167254,1578861915.7034278,1574040105.1784217,2.5415802000000003,2.4034391292116144,2.6468750175802573,300911523.77551097,9532720754.521248,1.3958472117803735,1.346058931574061
521,1513561000.0,1472168959.2694218,1441937062.8400092,1440362005.635874,4.172702999999999,3.874998073706038,4.0422072773920465,167192265.71302947,10594104516.491089,1.6584593267250214,1.554211444062112
523,1445440000.0,1308638285.9070137,1302942657.1033747,1301431202.3260171,1.5247830000000002,1.4346796669262543,1.7485411417502352,378829518.051859,6968889325.657931,1.2477796553137388,1.2197619569853246
524,5011872000.0,5131114341.665046,5130674871.683485,5118022391.37286,9.9448402,10.031786480405358,11.061014393870474,535031624.3941678,14510957904.390844,3.8590507244521963,3.5725876210737657
529,3162278000.0,3340531817.342407,3278327031.898793,3283836289.7103744,0.6958416700000001,0.9452215214562589,2.504524444744613,2227101638.7276697,8491656889.47417,1.3713513766927121,1.3193895152534343
530,5495409000.0,6453361188.716196,6630664582.929622,6637147040.176397,1.1116129999999995,1.888152413336148,12.80072795761482,3224599308.42025,4982298145.869203,4.7394713091513765,4.550112410098389
531,3801894000.0,3843233185.7365136,3815119851.512843,3823465368.882705,9.4286,9.68863660936149,11.716792910615068,538084200.9127681,7540203904.556021,4.170400598198336,3.802006917448952
532,363078100.0,2740004795.512281,2734303705.2459064,2732373545.273348,0.0002279999999998,0.4071372852002547,7.483163606090216,2798311231.247973,3789388118.417123,2.518646198056503,2.362826177940839
535,2754229000.0,2530480358.429996,2485002678.8820715,2484521632.777964,8.111146999999999,7.653531131842102,7.919592582828995,196724845.0635203,14370122851.802841,2.6541561995408385,2.4150664250595284
536,2884032000.0,2924521174.926189,2891087739.5887513,2892800244.3155556,5.4360285600000005,5.149632981044235,5.354925635683553,292227778.700618,18958817354.52506,1.9471656578438103,1.8230020181406235
538,794328200.0,813143628.7272073,802358215.5706989,803862215.1646532,11.3608985,11.295541052987408,11.867282189499104,56152932.722017035,3121339934.5362644,4.245227205459846,3.824650717431562
540,1258925000.0,1221500768.012621,1204613372.929412,1206100183.177559,3.0968916,2.910123653140429,3.311849068708395,256785921.2019734,5678922060.270192,1.5157480003908752,1.4437579576703952
541,1202264000.0,1212308496.4785783,1205322731.7419934,1206100183.177559,1.843948,1.819313720699835,2.8633289293401907,507940625.4607928,3556989975.690039,1.4338727139977334,1.3839397319064413
542,1905461000.0,1954995111.8044398,2008254236.6992943,2002790825.5776494,16.716299,18.55054842845059,20.757280141262942,96967481.91193955,3637930376.4742494,12.012206904954361,11.50717364331239
543,602559600.0,1253386587.4851935,1321666877.133388,1318036751.7028618,0.0084690000000002,0.12384371118112783,2.752916031664176,1943280352.1738708,3511823954.587102,1.4143575574572806,1.3942972556578
544,3311311000.0,3439916493.233856,3324862030.1573534,3325736242.28319,16.849426,16.35158814421858,16.665771592677938,98034973.19337551,17927332974.438496,7.458020734130205,6.374487327262678
546,1258925000.0,1056067169.3734506,1054756890.7618753,1055764800.3101127,5.1166,4.756620164888451,4.886333963491465,90300734.29362531,8625543380.92612,1.8390666010097565,1.7522427552878832
547,1380384000.0,1306931405.6647441,1420241744.1183999,1422215317.105212,0.8003582,1.7007497564886473,2.97122011908277,609676947.2149986,3495825106.564837,1.4531833102647036,1.5151252382462497
548,1584893000.0,1619541765.4222393,1640674029.5357084,1645462017.9884243,11.593802,11.652320163565086,12.240780480816696,108406806.07905929,6124398168.31672,4.43663817755121,4.193692113155622
550,416869400.0,444282929.92762864,441070302.08607084,440181834.7286994,4.547096,4.506714406045028,5.123705102749637,82406470.02137192,1652515761.8970797,1.8930966783078484,1.7864198546916301
551,1202264000.0,1285552391.6934772,1267644852.6328306,1268845092.81484,1.207468,1.457726933835621,3.911114462692841,783396319.8178899,2518379342.355103,1.6319524085558794,1.5500468460523495
552,1737801000.0,1747779662.247339,1749469893.2098088,1753151260.169923,5.4637899,5.288365228184553,5.634994583911991,218792612.52880573,8697164759.295807,2.0146145720953395,1.9158029349441943
553,5754399000.0,5991024528.837221,5932326165.294315,5921403989.20716,0.9739500000000004,1.142241781068952,2.3554887970540874,3378823005.6770377,16842477408.182438,1.3461317298086266,1.303431215796245
554,2754229000.0,2881699412.733839,2936096180.0261064,2929710791.110853,0.8782189999999999,1.1431111103387113,7.686429205304384,2067539523.7814927,3446047941.2304435,2.580913034082876,2.4734989157663296
555,1995262000.0,1890928257.2120583,1861405483.195563,1856084576.179104,8.437172,7.951001169605155,8.189257651777783,133871607.936102,11353596456.335052,2.7413542097946606,2.5002473715372338
556,1513561000.0,1749711034.115777,1627423366.4710076,1624731335.970553,0.921499,1.4345047574758472,6.552185195990327,1163569708.8595564,2333181528.0407157,2.251361326265965,1.973071250525726
557,3630781000.0,2825936520.453987,2879251566.1142116,2874519723.1652884,4.9971362,5.04332509280821,5.822659219763145,529319278.8011026,9311589516.337708,2.0610420846621267,2.0083008972499976
558,2187762000.0,2200998264.6937413,2190858286.4015517,2188667202.694587,9.912398,10.326942237306051,12.60731652720745,294843698.5852546,4040339123.253541,4.632655531920422,4.232958721200141
559,3801894000.0,3682881807.1508403,3646003859.6323,3657506381.5447636,12.523674,12.238021012652474,12.803101092111609,225280236.08653674,14219073425.473856,4.740796752785496,4.2846182505678305
561,3467369000.0,3613048690.138842,3612997172.607604,3611426556.580552,3.9619717,4.640684469742064,6.947429103962262,1074482592.7648864,6738460436.1160755,2.361347018973829,2.2251657905641045
562,1819701000.0,1824412752.3118832,1817439017.0441928,1821118909.8520966,3.070092,2.9580798952186145,4.164413194411775,601764333.1764857,4872556388.303346,1.6835322234424486,1.6083336279470433
564,5754399000.0,5655697023.389791,5584748472.378027,5593019304.661283,12.252741,11.913962656334384,12.511908864154899,369217113.54968256,21209976786.265,4.58083411781168,4.123866091284626
565,4570882000.0,4808076285.805205,4694791266.956823,4683365418.88271,2.4308940000000003,2.6530581543332725,4.66530159071193,2012701418.1435645,9928357823.051132,1.7900659695949472,1.6667278753179742
566,6309573000.0,6717665686.379597,6900272057.612851,6894461565.833505,7.080192,8.098700872187077,11.600766151748541,1334693230.8174412,9673199657.42432,4.113588144087833,3.9901794811303164
568,4365158000.0,4414044110.344021,4425285460.969369,4423638928.594925,4.6008461,4.490593432413718,5.1002576695445825,816751489.3566046,16519120943.890606,1.8876936444115402,1.8050584748943728
570,3981072000.0,3900837066.6771803,3932273257.11314,3921658491.0598235,1.9592810000000007,1.892167629548244,2.490397934916434,1279385144.7785962,15024367014.804043,1.3689422969991596,1.3405765041475841
572,630957300.0,642355905.6779989,629635594.1500928,627781716.5393945,12.021198,11.608237972242518,12.014807209464674,36514666.2282452,2936845047.394102,4.319849108550914,3.841979346618301
573,794328200.0,767994635.1599622,761038788.2697511,759282240.4785217,15.774218,16.671835527023045,17.806826655160407,37314670.5797348,2056928365.948758,8.520638289917294,7.631155848976465
575,3162278000.0,3428410020.147599,3382552075.2809706,3389590712.801402,1.3731169999999997,1.7343923981587572,3.446698798345595,1742042309.9349313,7907315389.089006,1.541202309979107,1.4699603729429183
576,1380384000.0,1244322217.6558247,1255834146.3226702,1252859294.3816156,3.2635370000000004,3.1837556577299564,3.7973914061590457,297133265.8939384,4668960533.920271,1.6092794885365567,1.5642805387358374
577,1047129000.0,1062800773.6766464,1070264068.6576035,1069235780.9432377,9.801622,10.67891486857876,11.955694671627281,111304412.4579238,2679300417.0093174,4.289796223256706,4.012537251967472
578,524807500.0,979113817.7738733,987313264.9533366,984651392.6053253,0.0163659999999996,0.16006537810854143,1.8126110480539237,1309280748.8028936,3124178374.663862,1.2578403289706384,1.2345973344172472
579,5495409000.0,4606008041.0961075,4617521500.683801,4624361103.856926,2.74376,2.6268716771811573,3.250366043367957,1257933993.5853276,17219383412.30296,1.5042729474627918,1.4574177726737831
580,4570882000.0,6087246067.459289,6792284822.262079,6807600314.195193,0.1885499999999993,0.5458719602361677,4.0737325236788955,5908775276.321601,11415850054.361177,1.6648936133770726,1.7239569233831888
581,1445440000.0,2362144047.869503,2366223012.108701,2361661020.223063,0.1025953,0.7232388209491615,4.500222766006109,2071670376.8515482,4096022747.3070664,1.7542745275189051,1.6809641441847942
583,3019952000.0,3228932993.7121024,3372006944.0557184,3368170815.3031645,4.845116999999999,5.244115512459473,7.383608530261055,852184170.1055341,6244929272.242582,2.4886767826368774,2.5029332896432934
584,1202264000.0,1301051469.9683151,1290679451.4606721,1293207046.2798219,6.013584,6.748732012570192,9.620317028107833,297568742.3571988,2116217650.5171683,3.2522487889618623,2.986362254122797
585,4168694000.0,4262185281.074616,4234479174.7212563,4231629176.6789794,6.461798,6.557035397984993,8.255095951350985,856944751.9101348,9284846131.922407,2.76305780441334,2.559374397966452
586,1584893000.0,1551842489.9338276,1561260113.317419,1564093247.1156824,15.74781,15.187621906584907,15.479913928185132,49043690.57313577,8390629420.311557,6.492069661951192,6.013105404487137
588,1258925000.0,1207818509.7714417,1229712954.471958,1229257428.0635364,5.199594,4.787847305833443,4.916723648442735,102399585.56874044,9896917101.447336,1.8459017194293472,1.804911513867653
589,6309573000.0,6533635457.611762,6434976129.712915,6430069632.997621,10.2045254,10.375984995493038,12.068383160613369,788948223.8580333,14149109406.751595,4.347264441288631,3.901468144555707
591,794328200.0,859436268.0397398,860799891.7104666,861918682.5345124,0.8629750000000005,0.9617213210110337,1.9440704607957424,490307869.9777363,2702228256.9438357,1.2787167503465147,1.2519274192001353
593,1258925000.0,1284445307.8999305,1261648341.7218492,1260826858.7175572,14.185511000000002,13.573343786038429,13.702121094243864,33144645.57249255,10511501534.377659,5.269895743484424,4.6800227937136425
594,2630268000.0,1659009098.3428273,1658540819.6695838,1655926341.1166918,6.05721,5.6223457723927295,5.715209827530191,104439982.40817447,16017869389.013348,2.034336835010143,1.930108788023573
595,1819701000.0,1833729934.8242183,1764913015.2384603,1764300433.5197732,13.286012,13.008165887286163,13.800099149551547,118546621.15106162,5941832797.07124,5.33093789147134,4.554167369830475
596,1318257000.0,1328555466.3197074,1375855256.2121534,1377842537.8774333,6.937146599999999,7.1450850000025845,8.228739326323364,207604877.1088485,3669781670.1276,2.7543495916755134,2.7347052332563377
597,457088200.0,475784848.77199554,475592834.14297986,474974121.0583229,3.232597,3.0845551907347684,3.497124588456009,97324690.58808264,2180753638.0052147,1.550822686948137,1.4950998196401275
598,1905461000.0,1844060497.648915,1851533469.0625308,1856084576.179104,5.690485,5.296126098814135,5.4123410337200415,136539292.29081634,15911073012.07838,1.9608163295125114,1.8754771693261012
599,6606934000.0,6679919622.904446,6431942023.889892,6430069632.997621,0.8838000000000008,1.0658214883558328,3.1081476370771757,4525371029.420848,14778545609.81798,1.4780388163654925,1.394179891318961
600,1258925000.0,1258164390.1721017,1253910357.291881,1252859294.3816156,3.9361359,3.696735942698126,3.939645326594291,176929928.6503166,7508896166.126389,1.6376873276530601,1.5677137075495784
602,2398833000.0,2338745829.2922893,2382939920.7393155,2376680014.137769,4.604937,4.678804642614335,7.974426523530038,752819944.225071,3572291040.3186183,2.671668525833595,2.5774704712569054
605,3311311000.0,3322807045.8649096,3251479409.7514606,3242464222.0621915,1.4328970000000003,1.5960473342911208,2.9296983285069276,1630452101.8181078,8714994683.660841,1.4457232449136155,1.377828212950142
606,3019952000.0,3012760037.8211064,2959305287.3629694,2967092296.268175,3.2797023,3.3015299674780034,4.725435446077198,981117954.4279854,7358765942.925821,1.8032738012708602,1.6868139504258428
607,1584893000.0,1656111451.306904,1609214913.3378568,1604261833.5923374,13.505223,13.08427334169327,13.41971621973013,71853073.89759158,8350129712.817476,5.09775628445338,4.438951314483409
608,1737801000.0,1792554613.098571,1761401962.2756891,1764300433.5197732,8.835517300000001,8.816977234669883,9.37448955544409,167891515.60357064,6978458366.475915,3.158393606382991,2.8538363165832523
