idx,f_pk_hz_meas,f_peak_closed_true_k,f_peak_closed_pred_k,f_peak_grid,peaking_db_meas,peaking_db_closed,peaking_db_asymptote,f_z,f_p2,k_true,k_pred_calibrated
1166,1995262000.0,1943780097.4918623,1904999259.3077042,1903751998.7855961,4.400098999999999,4.08477945685757,4.348897995417561,263895663.80115783,11114720604.663294,1.7220574071848138,1.6096613671863846
1169,1995262000.0,2058889957.8332891,2080567999.969091,2080436712.9076102,5.44135601,5.523669256026695,7.026565640759542,462811635.3522648,4807949653.788096,2.3839763437199726,2.281926437251725
1170,1584893000.0,1643806664.2934935,1628921608.3552873,1624731335.970553,3.165923,3.433727548345687,8.034671623075617,686485646.9277221,2111358964.7615314,2.691036903020157,2.48934560324933
1171,9549926000.0,10153241656.652555,10035435133.44165,10021583738.168324,4.167831999999999,5.601275412129798,9.71420695451336,2935379805.4463143,13482432348.10147,3.2888021567492323,3.0017973478225546
1172,416869400.0,426838118.48748744,444385970.8814952,442981173.09290284,1.0285779999999995,1.053961852452917,1.9378503892667291,224161645.1822418,1400776065.2503283,1.2777218339388163,1.280150183238522
1173,1737801000.0,1847804752.7836075,1842215714.5937247,1844355389.7556028,8.1800874,8.799042297590862,12.474851561207283,338026598.3940877,2578235055.7982917,4.560859138805945,4.181591683579013
1175,630957300.0,640833771.0591521,639092831.9055655,639835188.6701574,2.239254,2.1856204705462137,2.5631717728352648,157441573.07344162,3087957823.174091,1.3813948665407974,1.3401956342969257
1178,831763800.0,805608754.3574673,805743356.7796321,803862215.1646532,5.604940200000001,5.261369496755885,5.568185226142413,95668497.83475587,4264092873.6872225,1.9983268239090488,1.8989462175430094
1180,1737801000.0,1451532923.4239857,1459988300.237757,1458740235.973645,5.906465000000001,6.022655294335513,7.11626443406339,267993384.3692846,4000843923.9963794,2.4098765048495285,2.2895676126258273
1181,602559600.0,592119215.2818009,597642550.1860757,596737653.4782233,2.5676200000000007,2.3834439695293144,2.5850195247441294,102878010.12366444,3894056556.9986143,1.3851537151636948,1.3576830498486658
1182,6606934000.0,5349276347.025486,5428817746.061525,5418518434.197018,5.703274,6.923153500101255,10.225849241501251,1231976721.2384255,8016595509.356861,3.4950900812140517,3.3292654702662308
1184,794328200.0,813748667.3783894,836153095.496274,835027024.8843527,8.274170999999999,8.644924630814645,9.438560676511447,91069916.1503268,2639830756.8483143,3.1826001480392487,3.109605534667092
1186,912010800.0,596545640.6906737,772548650.3335923,773860535.9017189,5.424205,11.457081171612698,12.604723699153146,54386091.9515726,1591005994.8212001,4.6312396797595445,7.007461157830951
1187,4786301000.0,4746879137.785749,4683171203.844302,4683365418.88271,2.7144999999999992,2.7607344450628863,3.9544786729244303,1630433533.7770474,12780375123.863546,1.6406763934367383,1.5542449177378332
1188,1819701000.0,1776689050.681838,1817846719.189853,1821118909.8520966,6.263942,5.950593355932396,6.2520669345722135,187673483.20033062,9481245384.883677,2.1711263899347832,2.1270373920789414
1189,630957300.0,617550317.0041653,619506707.8699,619872483.144797,7.420971,7.124537462678983,7.478461974878293,59156557.19655577,3035431612.2166624,2.5172231079833542,2.377724278952815
1193,1258925000.0,1329741965.225423,1307079616.9344568,1309707659.9296982,7.263081999999999,7.7823409709288915,8.526277300997256,162555290.00026026,4464801102.180955,2.8542074472431294,2.592583723914121
1195,1202264000.0,1165812946.3661237,1158944511.1470182,1161086211.6634932,5.731243,5.435338749982207,5.8191973011043245,149443562.08362663,5507970628.75637,2.06017650616518,1.9375120644102224
1197,1000000000.0,956837326.9615722,982246705.3195745,984651392.6053253,8.831439,8.62674493766442,8.936538390240695,70059065.26492316,5028374527.099762,2.9976289519072905,2.928928624291781
1198,2089296000.0,1739476713.831361,1726365004.5231762,1731063833.7167473,3.765038,3.5231654377493227,3.6749252787546287,202226358.66586462,13147278715.805304,1.5851931557242844,1.5137987461203994
1200,660693400.0,772775335.1455811,762474145.2074637,764110899.3129811,0.9300990000000002,1.2943161929459408,3.5965018518287577,491729320.43715435,1581183015.8333957,1.5699464452611518,1.4969584474813304
1201,3981072000.0,4169973207.6878295,3988467971.014221,3996954728.7217617,1.5915999999999997,2.193656908118699,6.198854769185106,2233366592.3530626,6056329363.457922,2.1571875112728307,1.9396462104964165
1202,724436000.0,732743786.0417349,731188697.127963,730944371.352268,0.5617160000000001,0.5806380673927225,1.7741355637690681,559787515.7123302,2210385139.1108656,1.2517897588428988,1.2255103901046978
1203,1445440000.0,1573820139.6038246,1565617259.616495,1564093247.1156824,1.1204920000000005,1.3059638163495222,2.781344625765896,884517203.6044042,3989282748.2811155,1.4193585392873833,1.3722863310935611
1205,602559600.0,661197015.4902312,670237276.2603453,668867646.5520306,4.239997,4.367787219472357,5.247138434350347,146154924.52518997,2052918976.3094687,1.9217813826299146,1.863411959755338
1207,1380384000.0,1261862210.1628077,1273678835.4225647,1276914318.9080458,13.8495404,13.389259096278343,13.65000170563323,46828409.386266746,7231021933.339318,5.237703872561339,4.900521655360324
1208,1096478000.0,1075272290.0958154,1060743514.6499205,1062478941.3216455,1.3597879000000002,1.2773900585391387,1.8142882162705778,419768899.6445899,4427873408.730933,1.2581046868683698,1.2225690145247503
1209,2884032000.0,2217274698.405351,2178684874.432816,2174836321.295725,6.263223,5.960611061684328,6.249260542574069,229105809.77712968,12095347037.54968,2.1703891230868217,2.00009616246353
1210,1148154000.0,1397738713.797915,1426170720.765101,1422215317.105212,0.1426439999999997,0.32296318508034927,4.835270072698778,1631141869.9179962,2564108751.8549495,1.8276352433618865,1.7653181580806774
1213,2089296000.0,2071983284.4689429,2101318372.3375192,2106981945.9555283,7.750546999999999,7.269931862149706,7.434674094509126,134998864.86555034,14989861771.727547,2.504006318637139,2.4085106789920143
1214,2187762000.0,3062265147.3703895,3122182393.489899,3121449239.9213476,0.6881911000000001,1.7535808518311788,6.7576268633354655,1856375753.77056,4025631479.813104,2.3079054058931314,2.2269006789791526
1215,3467369000.0,3716184218.1745863,3623497571.2249985,3634393440.0630794,2.9485530000000004,3.0692200167808164,4.010302554940441,1087241747.059615,11245056715.722118,1.651971322194391,1.5437706647584437
1216,3981072000.0,4487781847.247996,4490294791.502207,4480082138.595426,3.809294,4.793955213860484,8.237139206420563,1429612899.0749166,6675247070.690361,2.7571220386630357,2.5836413575866395
1217,2754229000.0,2478565792.854991,2476078295.2773957,2468821153.512065,1.2860960000000006,1.2704608443610808,1.8502724734144111,1002023987.1154598,9838037398.789293,1.2637888960656434,1.2366702021240106
1218,1445440000.0,1512733195.13314,1469716185.2176404,1468017101.0866446,20.054686,19.84037032689932,20.09259200898438,25823146.730250258,8813541423.023348,11.119078552639959,9.546389743262932
1219,2290868000.0,2480662416.9724865,2428115481.7423224,2422312509.572754,1.61903,1.7419870430135151,3.0196224272465404,1144429770.1108475,6607401683.05489,1.4619247080075115,1.3914304472084649
1220,478630100.0,1219571183.4033577,1273991344.0954242,1276914318.9080458,0.0066349999999992,0.21767106822408705,3.117389278615717,1598045260.4841626,2940130576.4569964,1.479730545178826,1.4565804528425312
1221,3630781000.0,3981341860.3984723,3895632656.5188313,3896876288.7177258,7.242980999999999,8.05487833656789,11.366972748525528,786773063.1108669,5926770016.335654,4.0013909440189845,3.560826719270347
1224,602559600.0,584641144.7761954,592773319.9148523,592966679.2061496,1.8983410000000005,1.8117828829026745,2.2054502108834124,163877724.10961497,2770432586.246197,1.321175727258459,1.3024927463237455
1225,2398833000.0,2272915950.7876277,2266179272.143217,2259152213.803227,1.1043500000000002,1.0037007077157307,1.1435399779770925,550656559.4897217,18105413495.21522,1.1563495520046652,1.139241390493801
1226,4365158000.0,3505197689.3592296,3460165824.470753,3454671195.579178,4.183485,3.9605831729228735,4.251013441410341,509460873.4795145,19112495807.221096,1.7015147114353573,1.6060240891904298
1227,1584893000.0,1387118146.1070766,1393242527.2636242,1395423054.0471246,4.514968,4.486222912470626,5.213374943840201,277249237.8264391,4744876210.196174,1.9138945317477374,1.8333588673974708
1229,870963600.0,825291505.8833748,837797937.8101573,840337383.0170234,3.05225,2.9606255937613706,3.6703989302009488,220269148.30963328,2882495148.9072275,1.584309416181838,1.5508437078626955
1230,4168694000.0,4223347563.5222893,4042380024.447629,4047953682.0172997,12.697613,12.724754984330737,14.345732100344401,376105218.1932885,9346176112.459421,5.683764199117262,4.798101595897261
1232,1258925000.0,2105344679.9222386,2152895064.080232,2147436211.3419073,0.0303750000000002,0.2879519696720241,3.6170450932916918,2542663803.273807,4538333149.424118,1.5739270671727332,1.5325238667349022
1233,1584893000.0,1516982556.664819,1555414777.8301175,1554209246.4000938,1.4814599999999998,1.4857821173096544,2.30720358869048,648597184.0113423,5053905758.7977915,1.338053333362615,1.3278582866355026
1234,3162278000.0,3306166884.4401865,3290150815.780041,3283836289.7103744,9.875699,9.506540335986296,9.829216074514488,219881975.44573158,17013775436.082163,3.334119476112042,3.073987584429166
1235,3630781000.0,5223425188.378335,5142368311.527002,5150570477.86503,0.7718429999999996,1.9782925524897115,11.144092457712109,2733151737.3726683,4574803499.459835,3.897206376261193,3.5270493554992615
1238,478630100.0,472577058.96751267,474861124.22615916,474974121.0583229,11.570041,11.462833137256512,11.91694178768784,28784699.50045768,2041845379.2386925,4.27020491297259,3.978814489634781
1239,1995262000.0,1959653368.5310605,1920125136.4633584,1915858918.2122333,5.400519000000001,4.989659931208754,5.065064367607494,123455409.57064201,21007721982.494316,1.8796113149982001,1.7428971663344413
1240,2089296000.0,2620962793.287223,2657477601.388719,2663958539.2303085,4.66827,6.571110874906539,14.407427519375403,658289286.1966579,2249842121.234966,5.725071422696419,5.386231831655368
1241,6025596000.0,5924275801.546477,5925093040.213249,5921403989.20716,10.532251,11.076211495578425,13.356805529756947,722927623.9753581,10863806162.079613,5.060165479557236,4.655355828557376
1244,2398833000.0,2038639661.652977,2049000081.587475,2054225915.2823215,2.36346,2.201331439012683,2.479764795175861,433555289.60540783,11426449516.866037,1.3671315457212327,1.3360763158883855
1245,2290868000.0,2357905569.9803042,2358673710.4077344,2361661020.223063,1.0463509999999996,1.0931825035360454,2.3423126399298067,1371704917.7975502,6561133928.716735,1.3439228248695645,1.3097963653942948
1246,1258925000.0,1271275658.4727209,1241257789.5670135,1244942079.6087525,1.2080563999999998,1.1484721984647548,1.5105396937130586,443390951.2300343,6354436038.565162,1.2110502928429032,1.1756173098843377
1247,10000000000.0,10003693259.810154,9856377781.031317,9832793120.782648,1.9841200000000008,2.2712723348950576,4.407440996838525,4665328116.532637,20236566083.86111,1.734454717291852,1.6356929241131495
1249,2754229000.0,2523268998.501429,2530062552.821577,2532224698.1428623,3.887967,4.23973203362829,5.527134335702922,662925269.2121264,6438232727.156444,1.9883808077903113,1.896408744788392
1250,1995262000.0,2034208846.2011719,1979849925.3252466,1977558265.1785233,3.994325,3.8800456872423075,4.281191072517492,348814740.87875456,9428381874.482016,1.7078233211483382,1.5849942373819133
1251,1659587000.0,2116934917.2782714,2062759165.3871284,2067289774.2599077,0.7516370000000006,1.6052843589501098,8.263425839872557,1311067108.4563432,2374828815.7943864,2.765815494350198,2.5090048633398117
1252,1995262000.0,2006104281.1539457,1969307135.942035,1965061448.0327504,2.323974,2.1764865534454443,2.4995410876040056,460217095.4936675,10445418906.891695,1.3705010871448136,1.3134999588554508
1253,602559600.0,608339831.2260735,599350288.3954467,600532609.2781986,12.7551362,13.050506642557327,13.878769498258286,39887814.50475362,1925514057.3426876,5.3804518284351985,4.804032301139548
1255,416869400.0,443841618.3384571,441916704.00734556,442981173.09290284,1.6761680000000003,1.6715039037569166,2.3556296873515175,165292181.07007155,1607717343.4388871,1.3461553673461712,1.3073756025977408
1256,1380384000.0,1332317070.283675,1330917557.0474367,1334854178.7952604,14.372238,13.67671451026027,13.753681157959782,26369749.861337967,14123540302.732733,5.301932779016223,4.861945260565683
1257,158489300.0,1003206891.5085038,987720762.7602559,984651392.6053253,0.0001739999999994,0.19125089050591906,2.578225598963151,1342663063.5039606,2683841358.5180316,1.3839838249152585,1.3389938366945806
1261,2187762000.0,2276473735.1087494,2355985676.961885,2361661020.223063,2.208711,2.404813875653759,3.777258792505606,895146245.4647701,5747420576.1736555,1.6052964941416294,1.6006974281172701
1262,724436000.0,731342033.2493564,737192564.7016729,735592815.380146,2.297565,2.2719436041783334,3.9722496843249595,319140347.94887704,1662142898.4081178,1.6442641553380997,1.592648828573087
1265,1737801000.0,1740002114.2529979,1716282188.4323342,1720124692.9700317,2.6291090000000006,2.7133011576972192,3.7791352811451158,579049951.0286878,4964577199.931342,1.6056673447328964,1.523324623708769
1269,5754399000.0,6220499367.794976,6327283994.25393,6308937400.052907,4.8632918,5.459132150608039,7.81945095547457,1633577497.9127617,11382411668.890844,2.622457873946959,2.526913942169336
1270,3801894000.0,3439343649.80957,3429085670.2385545,3432840033.8935204,0.5908709999999999,0.7043652076609084,1.8013798302240867,2352953419.024377,10559253485.969208,1.2560713615427512,1.2287715280779032
1272,1905461000.0,1939044960.404322,1894811229.9190164,1891721586.8181515,10.248262,9.878744129630343,10.519690533110035,168403500.38714314,7021066319.637589,3.6191739173763002,3.220582623668271
1273,691831000.0,741155963.2684208,737665590.5237868,735592815.380146,5.099853,5.203704343559722,6.2559990368152105,153065100.51997402,2089939826.862474,2.172159792745595,2.04082510542032
1275,794328200.0,865687853.9337457,874094202.0091728,872916292.8700156,0.973464,1.1441630859974512,2.61930192656017,519101771.06633097,2218858893.4548044,1.3910710036451113,1.3607872416557816
1277,1380384000.0,1364890267.2262065,1365947177.5126684,1369135514.395641,8.900355000000001,8.667864017241742,9.838889441101754,178823857.87776998,3610298230.922182,3.337958523653276,3.108400472476529
1279,6918310000.0,5623581580.002589,5493625312.168402,5487655761.815686,11.064797,12.446258568589766,15.564477974218304,631325998.3555596,8595624925.451174,6.556670841870963,5.737954790929134
1280,2089296000.0,2368061461.414687,2267462569.8544497,2273519302.500952,0.2253739999999999,0.34571979338019143,2.9967977518242277,2632102422.5661573,5454550453.54961,1.4577965299281952,1.386083909430516
1281,1819701000.0,1149742018.9873178,1129378400.9753652,1132014154.3948736,7.538904,7.038514834549509,7.118822709686566,54480235.96596087,11936301384.236609,2.4106191266536294,2.205712466210578
1283,794328200.0,780183171.9107198,773052155.6098523,773860535.9017189,9.7685719,9.291998812906485,9.632321686179004,54704848.56101475,3907911240.032412,3.256900459853621,2.982344653374663
1284,1995262000.0,1953400773.8326888,1936986514.6114783,1940304228.7354255,9.852338999999995,9.317257778481395,9.511443735659498,104486657.0144099,13000953127.947954,3.2103538653963066,2.9450586582729272
1287,1513561000.0,1466550962.4417849,1390245736.3065972,1386604933.7143471,1.7438059999999995,1.6808810797269815,2.2236778657536123,494167649.27117586,5947413714.319413,1.3241845892071393,1.2459845574382853
1288,1096478000.0,1079059071.6193178,1078811688.0286348,1076035590.7168968,3.1929700000000008,2.936781641388546,3.025887692171824,110034428.52448678,10654220407.192642,1.4630597721017746,1.4164312562802186
1289,758577600.0,1990629438.2743988,2033567205.105867,2028345339.628166,0.0118,0.3727020697266415,3.4659608064470504,2191325485.086713,4230951915.075133,1.5448705802310618,1.5066089941780896
1290,4570882000.0,4214704913.4874177,4191229715.3121815,4178316150.963246,9.878271,9.716451770407401,10.271919060909676,350579824.74731654,16431007033.406761,3.514268129602468,3.230242909679671
1293,5754399000.0,8266192531.329636,8063112200.342181,8078471003.740088,0.2872629,0.8799678082723406,5.5561811565064945,6752677648.949363,12462712759.572683,1.9954135529215526,1.856206112361525
1295,1445440000.0,1807696088.4347515,1801992934.8720436,1798175179.3835917,0.4239359999999998,0.8826607084556017,4.016373672822659,1439205507.169665,3334245025.6779013,1.6532040828460373,1.5841921725529091
1297,3801894000.0,3839090052.5010633,3892098401.9927473,3896876288.7177258,0.2626309999999989,0.4184025464178931,2.531056745801281,3845182319.8099093,9450568045.931473,1.375886695268123,1.3465342978368895
1298,912010800.0,928496336.9759263,923760273.099693,924168099.0688962,9.714967,9.285235245233803,9.590269670872885,61886744.296388656,4916860243.827935,3.240633919103809,2.98938457701988
1299,1513561000.0,1630798040.8973298,1622244061.3807898,1624731335.970553,0.9064709999999998,0.9790747599138722,1.9366887969842297,914085962.2256277,5181796284.469854,1.2775361132090368,1.2462117433384234
1300,7943282000.0,7659767651.654684,7570669204.539783,7582242047.264502,1.8334499999999991,2.013454267968485,3.575786075765579,3486854852.482706,18303089101.981266,1.5659419139624537,1.493192979427911
1302,5011872000.0,5010093621.18839,5134395690.919565,5150570477.86503,8.148806999999998,8.187341982124426,10.25310559171319,857826484.3981444,9758594778.85664,3.506424126234336,3.4000083863106934
1305,1445440000.0,1441032665.4898746,1452094691.6702824,1449521994.310106,2.542346,2.3931505029153572,3.146918308276137,452014541.4468997,4912977861.197358,1.4851480618752904,1.4470593508122669
1306,3311311000.0,3235385351.5872574,3356587674.7321534,3346886276.922814,7.105304,6.849972996317122,8.19875653281674,573993679.2220291,7966074845.0384445,2.7444753696230455,2.7322609436891176
1307,3311311000.0,3744889623.8981,3667442895.1497188,3657506381.5447636,1.48356,1.9663019061115188,5.802362304307187,2114546476.3186483,5635283244.128102,2.055972190849804,1.9059395921568467
1308,3467369000.0,3437790842.415039,3442679835.076108,3432840033.8935204,10.392448,10.391191038910732,13.027007097237846,476170049.10826725,5811079548.000871,4.867495889121703,4.4926372729511295
1310,3311311000.0,3757173511.6217403,3719177889.304121,3727730872.122566,0.4549199999999995,0.6265799500791804,2.1314730620598605,2969586374.745997,10146891008.150211,1.309028835344015,1.2720092615739356
1311,457088200.0,470064918.1187328,462619227.2468462,463081399.648139,2.841446000000001,2.7890988152265823,3.46679591704913,127962453.55148537,1682914614.7914722,1.54502980333984,1.4667050025038761
1312,1513561000.0,1578892696.9888074,1570520187.7658393,1574040105.1784217,1.6135265,1.7261680810285687,5.527644569733004,950873359.5593671,2422577395.311787,1.988504141580146,1.8791052116066607
1313,2630268000.0,2681505639.1783576,2615938119.2062783,2613773818.8855925,3.3620590000000004,3.249579976803555,4.076801214936257,716415873.0097868,8648246465.326963,1.6655211798377767,1.5554715012611475
1314,2089296000.0,2288259849.469854,2273307048.9503827,2273519302.500952,3.666409,4.198068181353233,7.634855736012293,804296383.4118891,3433851794.0455456,2.5649761911654014,2.385391682728873
1315,1905461000.0,1915154776.0398324,1877691978.211898,1879767198.8350275,12.546189000000002,12.41692169306569,13.746343826980194,164447538.88606423,4719338075.977793,5.297362087287064,4.6884865115655465
1316,831763800.0,833967655.6965392,835533826.1603774,835027024.8843527,0.6036950000000001,0.6195129997161761,2.358722317250945,687276687.1064647,2115443240.1660514,1.3466743226278095,1.3132386828906946
1317,1995262000.0,2007830898.8121848,2032567809.8752885,2028345339.628166,3.867743,3.7681804391697353,4.43885225344115,442290883.2822017,7179022150.207966,1.7411410204261268,1.6923654323925472
1318,1096478000.0,1046197379.6683197,1041418691.6138637,1042463536.5181675,5.613204,5.319598582259047,5.634090735131563,124507280.37330319,5468417851.635114,2.0143933817874586,1.9004754662110217
1320,724436000.0,745763494.6922476,743269980.4649364,744978576.8366193,4.853557,4.6791938008908325,5.313355993193233,135874984.09323853,2733871607.4315333,1.9373385227065167,1.8352050987872601
1321,4786301000.0,4001358332.1590858,3783895903.427085,3775294676.455815,0.2624379999999995,0.28159393855895437,1.6505248473102578,4220841465.415807,12519065854.695387,1.2325313907912243,1.1904749943530617
